,category,start,length
0,B,1402,1402.0
1,C2,1402,3537.0
2,C1,5089,90.0
3,C2,5203,1515.0
4,B,10600,3841.0
5,C1,10600,1933.0
6,C2,12630,4823.0
7,B,20177,2724.0
8,C2,20177,1405.0
9,B,22873,1291.0
10,C1,22873,2937.0
11,B,26725,890.0
12,C1,26725,3140.0
13,P,30105,1034.0
14,B,31900,761.0
15,C1,31900,444.0
16,B,35660,3316.0
17,C2,35660,485.0
18,B,38279,2100.0
19,C2,38279,403.0
20,B,40979,2139.0
21,C1,40979,351.0
22,B,42446,1116.0
23,P,42446,1008.0
24,C1,43499,1312.0
25,B,49420,4609.0
26,P,49420,355.0
27,B,50968,1193.0
28,C1,50968,655.0
29,B,52361,738.0
30,C2,52361,2448.0
31,B,55118,309.0
32,C1,55118,1100.0
33,B,59092,2874.0
34,C1,59092,4912.0
35,B,65292,1079.0
36,C2,65292,732.0
37,B,68245,2221.0
38,C1,68245,6362.0
39,B,76955,2160.0
40,P,76955,564.0
41,B,87370,9851.0
42,C1,87370,1512.0
43,C2,89010,3069.0
44,B,94134,2055.0
45,C2,94134,968.0
46,B,96739,1637.0
47,C1,96739,1124.0
48,C2,97920,290.0
49,C1,98260,322.0
50,C2,98614,1213.0
51,B,100263,436.0
52,P,100263,135.0
53,B,104232,3834.0
54,C1,104232,959.0
55,B,107576,2385.0
56,C1,107576,2118.0
57,B,113262,3477.0
58,C1,113262,534.0
59,B,115436,1640.0
60,C1,115436,1831.0
61,B,120895,3628.0
62,C1,120895,305.0
63,B,122524,1324.0
64,C2,122524,327.0
65,B,129370,6519.0
66,C1,129370,541.0
67,B,135270,5359.0
68,C1,135270,338.0
69,B,139044,3436.0
70,C2,139044,416.0
71,B,146490,7030.0
72,P,146490,379.0
73,B,151110,4241.0
74,C2,151110,1174.0
75,B,155903,3619.0
76,C1,155903,1319.0
77,B,159774,2498.0
78,P,159774,103.0
79,B,160821,944.0
80,C1,160821,87.0
81,B,161920,1012.0
82,C1,161920,65.0
83,C2,162200,136.0
84,C1,162384,101.0
85,B,163037,552.0
86,C2,163037,241.0
87,B,165814,2536.0
88,C1,165814,1305.0
89,B,170504,3183.0
90,C1,170504,89.0
91,B,171992,1399.0
92,C1,171992,144.0
93,C2,172168,365.0
94,B,176187,3654.0
95,C1,176187,99.0
96,C2,176310,880.0
97,C1,177212,118.0
98,B,177645,315.0
99,C2,177645,2306.0
