,category,start,length
0,P,189,581.0
1,C2,962,171.0
2,P,1365,213.0
3,B,1987,387.0
4,P,1987,2894.0
5,B,6803,562.0
6,P,6803,547.0
7,C2,7683,64.0
8,B,8615,868.0
9,C2,8615,2556.0
10,B,11794,592.0
11,C2,11794,1074.0
12,C1,12932,126.0
13,B,13610,552.0
14,C1,13610,126.0
15,B,14681,945.0
16,C1,14681,102.0
17,B,15298,515.0
18,C1,15298,557.0
19,B,16363,422.0
20,P,16363,502.0
21,C1,16890,1006.0
22,B,18231,335.0
23,C2,18231,692.0
24,C1,18948,638.0
25,B,21223,1538.0
26,C1,21223,444.0
27,P,21713,254.0
28,B,22485,518.0
29,C1,22485,174.0
30,P,22802,967.0
31,B,26001,2132.0
32,C1,26001,188.0
33,B,26792,603.0
34,C2,26792,407.0
35,B,29128,1929.0
36,P,29128,436.0
37,C1,29606,155.0
38,B,30849,1060.0
39,C2,30849,1098.0
40,B,32362,384.0
41,P,32362,290.0
42,C1,32694,772.0
43,B,33946,480.0
44,P,33946,1607.0
45,C2,35604,144.0
46,P,35774,1934.0
47,B,38553,653.0
48,P,38553,220.0
49,C2,38795,731.0
50,C1,39552,57.0
51,P,39638,1528.0
52,B,41722,556.0
53,P,41722,687.0
54,C2,42469,1696.0
55,P,44260,991.0
56,C2,45292,432.0
57,C1,45768,63.0
58,P,45860,1130.0
59,C2,47085,4181.0
60,P,51537,608.0
61,C1,52180,159.0
62,B,52930,591.0
63,P,52930,453.0
64,C1,53413,1225.0
65,B,55705,1001.0
66,C2,55705,385.0
67,C1,56126,713.0
68,P,57215,406.0
69,C2,57662,620.0
70,C1,58455,82.0
71,B,58874,337.0
72,C1,58874,766.0
73,P,59718,540.0
74,B,60731,413.0
75,P,60731,98.0
76,C1,60837,876.0
77,P,61877,346.0
78,C2,62249,1849.0
79,P,64296,352.0
80,C2,64677,1077.0
81,C1,65799,283.0
82,C2,66136,1433.0
83,C1,67712,2186.0
84,C2,69965,9553.0
85,B,80668,816.0
86,C1,80668,1045.0
87,C2,81785,2396.0
88,C1,84374,149.0
89,B,85453,930.0
90,C1,85453,2317.0
91,C2,87828,111.0
92,P,87961,2087.0
93,C2,90088,155.0
94,P,90276,963.0
95,C2,91274,5091.0
96,P,96534,1460.0
97,C2,98060,6585.0
98,P,104810,574.0
99,B,106997,1613.0
100,C2,106997,144.0
101,B,108220,1079.0
102,C1,108220,129.0
103,B,109993,1644.0
104,C2,109993,684.0
105,P,110815,631.0
106,B,111765,319.0
107,C2,111765,117.0
108,P,111904,728.0
109,C1,112754,152.0
110,C2,112929,758.0
111,P,113810,330.0
112,C2,114356,1694.0
113,P,116247,733.0
114,C2,117031,765.0
115,C1,117856,126.0
116,C2,118010,202.0
117,P,118263,622.0
118,C2,118972,116.0
119,P,119112,1424.0
120,B,121144,608.0
121,P,121144,950.0
122,C2,122165,475.0
123,B,123527,887.0
124,P,123527,158.0
125,C2,123711,1094.0
126,P,124847,544.0
127,C2,125424,136.0
128,P,125591,1449.0
129,B,127707,667.0
130,P,127707,758.0
131,C2,128532,5815.0
132,P,134641,504.0
133,B,136739,1594.0
134,C2,136739,1768.0
135,P,138619,322.0
136,C2,138958,1586.0
137,B,140927,327.0
138,C2,140927,1405.0
139,C1,142367,113.0
140,P,142522,503.0
141,C1,143076,962.0
142,B,149311,5167.0
143,C2,149311,904.0
144,C1,150260,1864.0
145,C2,152185,827.0
146,C1,153123,259.0
147,P,153419,812.0
148,C2,154285,178.0
149,P,154497,465.0
150,C2,154999,1190.0
151,P,156299,583.0
152,C1,156959,1262.0
153,P,158320,961.0
154,C2,159362,14148.0
155,C1,174256,97.0
156,C2,174380,2143.0
157,C1,176610,1757.0
158,C2,178433,1419.0
