,category,start,length
0,B,1380,1380.0
1,C2,1380,465.0
2,C1,1882,418.0
3,C2,2361,631.0
4,C1,3065,821.0
5,B,5383,1465.0
6,C2,5383,1008.0
7,C1,6488,734.0
8,B,7554,332.0
9,C1,7554,721.0
10,B,8600,325.0
11,C1,8600,13381.0
12,B,25607,2243.0
13,C1,25607,3995.0
14,B,30967,1286.0
15,C1,30967,17045.0
16,B,50553,1096.0
17,C1,50553,6445.0
18,B,59789,2134.0
19,P,59789,361.0
20,C1,60214,1754.0
21,B,62462,360.0
22,C1,62462,18151.0
23,B,85389,2888.0
24,C1,85389,2035.0
25,B,88734,1026.0
26,C1,88734,1962.0
27,B,94478,3609.0
28,C1,94478,810.0
29,B,97012,1724.0
30,P,97012,332.0
31,B,103810,6466.0
32,C1,103810,1696.0
33,B,107076,1570.0
34,C2,107076,910.0
35,B,110404,2104.0
36,P,110404,238.0
37,B,111160,518.0
38,C2,111160,1761.0
39,C1,113155,1676.0
40,C2,114976,479.0
41,C1,115541,7939.0
42,C2,124196,1942.0
43,C1,126253,805.0
44,C2,127276,1621.0
45,C1,128977,262.0
46,B,130321,1082.0
47,C1,130321,1959.0
48,B,133501,1187.0
49,C1,133501,2556.0
50,C2,136410,1535.0
51,C1,138104,5335.0
52,B,145437,1860.0
53,C1,145437,21675.0
54,C2,168837,522.0
55,C1,169448,2889.0
56,C2,172759,847.0
57,C1,173688,3340.0
58,B,177925,748.0
59,C1,177925,2182.0
