,category,start,length
0,P,97,115.0
1,C2,239,402.0
2,P,800,2881.0
3,C2,3980,503.0
4,B,4884,339.0
5,C2,4884,178.0
6,P,5420,146.0
7,B,5958,392.0
8,C2,5958,150.0
9,B,6523,415.0
10,C2,6523,9110.0
11,C1,15850,155.0
12,C2,16049,408.0
13,C1,16547,156.0
14,C2,16728,402.0
15,B,18205,915.0
16,C2,18205,888.0
17,B,19724,307.0
18,C2,19724,657.0
19,C1,20465,229.0
20,C2,20722,492.0
21,B,21858,379.0
22,C2,21858,6840.0
23,P,29063,279.0
24,C2,29370,6639.0
25,C1,36145,136.0
26,C2,36314,92.0
27,C1,36422,95.0
28,C2,36539,273.0
29,B,43489,6653.0
30,C2,43489,4683.0
31,B,52193,3813.0
32,C2,52193,14451.0
33,B,71226,4260.0
34,C1,71226,246.0
35,C2,71503,8014.0
36,C1,79603,108.0
37,C2,79736,100.0
38,C1,79853,104.0
39,B,80283,326.0
40,C2,80283,10023.0
41,B,90934,356.0
42,C2,90934,343.0
43,B,92568,1291.0
44,C2,92568,4819.0
45,B,99802,2367.0
46,C2,99802,2657.0
47,B,107784,5020.0
48,C2,107784,7142.0
49,C1,115046,95.0
50,C2,115168,11975.0
51,C1,127335,90.0
52,C2,127450,299.0
53,B,128723,950.0
54,C2,128723,11722.0
55,C1,140776,257.0
56,C2,141077,23435.0
57,C1,165089,2570.0
58,B,184413,16693.0
59,C1,184413,896.0
60,C2,185401,13103.0
