,0,1
0,C2,525.0
1,P,318.0
2,B,2038.0
3,P,2591.0
4,C2,121.0
5,P,1880.0
6,C2,61837.0
7,C1,1339.0
8,P,113.0
9,C2,17686.0
10,B,949.0
11,C1,600.0
12,C2,412.0
13,C1,1081.0
14,C2,481.0
15,B,1293.0
16,C2,3525.0
17,C1,520.0
18,C2,433.0
19,P,143.0
20,C1,315.0
21,C2,623.0
22,C1,358.0
23,C2,574.0
24,B,1038.0
25,C2,292.0
26,B,663.0
27,C1,435.0
28,C2,181.0
29,C1,142.0
30,C2,1054.0
31,B,570.0
32,C2,2115.0
33,C1,342.0
34,C2,2037.0
35,C1,4736.0
36,C2,12427.0
37,C1,289.0
38,C2,36074.0
39,C1,732.0
40,C2,3080.0
41,C1,1629.0
42,C2,4966.0
43,C1,672.0
44,B,1352.0
45,C2,22711.0
46,C1,3853.0
47,C2,26890.0
48,B,1732.0
49,C2,1848.0
50,C1,191.0
51,C2,4725.0
52,C1,8071.0
53,C2,18883.0
