,category,start,length
0,B,712,712.0
1,P,712,1701.0
2,B,4087,1674.0
3,P,4087,1464.0
4,C1,5600,518.0
5,C2,6153,5257.0
6,B,11928,355.0
7,P,11928,635.0
8,C2,12613,8029.0
9,C1,20905,196.0
10,C2,21143,19851.0
11,C1,41429,784.0
12,C2,42269,7475.0
13,C1,49910,1897.0
14,C2,51958,13147.0
15,C1,65327,7015.0
16,C2,72495,2619.0
17,C1,75178,221.0
18,C2,75443,2505.0
19,B,81303,3355.0
20,C2,81303,6306.0
21,C1,87688,1107.0
22,C2,88850,19830.0
23,C1,109079,736.0
24,C2,109872,11361.0
25,C1,121401,5445.0
26,C2,126930,9601.0
27,C1,136642,987.0
28,C2,137679,32654.0
29,C1,170975,133.0
30,B,174637,3529.0
31,C1,174637,148.0
32,C2,174818,464.0
33,P,175346,111.0
34,C2,175479,314.0
35,B,179380,3563.0
36,C2,179380,3245.0
37,B,184970,2286.0
38,C2,184970,19742.0
39,C1,205140,8960.0
40,C2,214285,38331.0
41,C1,253674,3046.0
42,C2,256832,8542.0
43,C1,265518,121.0
