,category,start,length
0,B,300,300.0
1,C2,300,1348.0
2,B,2880,941.0
3,C2,2880,804.0
4,P,3768,114.0
5,C2,3904,115.0
6,P,4049,365.0
7,B,5217,617.0
8,P,5217,6687.0
9,C2,12193,436.0
10,P,12693,252.0
11,C2,12978,329.0
12,B,16219,2912.0
13,C1,16219,256.0
14,B,16873,398.0
15,C1,16873,276.0
16,B,18320,1171.0
17,P,18320,149.0
18,C2,18509,3048.0
19,B,23193,1636.0
20,C2,23193,7911.0
21,C1,31484,818.0
22,B,32908,606.0
23,C2,32908,1915.0
24,C1,35085,457.0
25,C2,35745,2466.0
26,B,42865,4613.0
27,C2,42865,34889.0
28,C1,78693,1097.0
29,C2,79842,2650.0
30,C1,82569,5958.0
31,C2,88627,16817.0
32,B,111293,5464.0
33,C2,111293,2146.0
34,C1,113532,4946.0
35,B,119953,1475.0
36,C2,119953,1199.0
37,B,124898,3746.0
38,C1,124898,1093.0
39,C2,126080,6487.0
40,P,132660,1619.0
41,B,135049,770.0
42,C2,135049,801.0
43,B,143914,8064.0
44,C1,143914,5067.0
45,C2,149048,4000.0
46,B,157383,4275.0
47,C2,157383,11930.0
48,C1,169489,439.0
49,C2,170105,3119.0
50,B,174235,795.0
51,P,174235,98.0
52,C2,174364,12475.0
53,C1,186919,98.0
54,C2,187052,322.0
55,C1,187616,124.0
56,C2,187776,81.0
57,B,188240,383.0
58,C1,188240,183.0
59,P,188447,117.0
60,B,190914,2350.0
61,C2,190914,5130.0
62,C1,196159,3600.0
63,C2,199813,9032.0
64,P,208981,1588.0
65,C1,210650,13920.0
66,C2,224819,6191.0
67,C1,231092,1942.0
68,B,247532,14498.0
69,C2,247532,17875.0
70,B,267861,2325.0
71,C2,267861,193.0
