,category,start,length
0,B,577,577.0
1,P,577,472.0
2,B,3356,2284.0
3,C1,3356,319.0
4,B,4613,938.0
5,C1,4613,199.0
6,P,4833,135.0
7,C1,5215,957.0
8,B,6807,567.0
9,P,6807,482.0
10,C2,7477,593.0
11,B,8421,311.0
12,C1,8421,410.0
13,B,9132,301.0
14,P,9132,129.0
15,B,9624,363.0
16,C1,9624,940.0
17,P,10651,185.0
18,B,11854,1018.0
19,C1,11854,1916.0
20,P,13863,209.0
21,B,14716,644.0
22,P,14716,1185.0
23,B,16224,323.0
24,P,16224,154.0
25,B,16761,383.0
26,C1,16761,1401.0
27,B,18922,760.0
28,P,18922,369.0
29,C1,19337,196.0
30,P,19581,479.0
31,C1,20158,132.0
32,C2,20331,387.0
33,C1,20895,431.0
34,P,21370,431.0
35,B,22414,452.0
36,P,22414,625.0
37,C1,23097,448.0
38,P,23854,627.0
39,B,24965,484.0
40,C1,24965,1710.0
41,B,27184,509.0
42,C2,27184,423.0
43,B,31810,4203.0
44,C1,31810,278.0
45,B,32508,420.0
46,P,32508,340.0
47,B,33610,762.0
48,P,33610,3340.0
49,B,39801,2851.0
50,C2,39801,199.0
51,P,40031,15572.0
52,B,58653,2714.0
53,P,58653,207.0
54,B,64424,5564.0
55,P,64424,2587.0
56,C2,67085,227.0
57,B,67627,315.0
58,P,67627,2975.0
59,C1,70714,1604.0
60,B,72642,324.0
61,P,72642,10133.0
62,B,83350,459.0
63,P,83350,2564.0
64,B,86465,429.0
65,P,86465,657.0
66,C1,87181,156.0
67,B,87768,431.0
68,C1,87768,412.0
69,B,91963,3783.0
70,C2,91963,259.0
71,B,94997,2775.0
72,C2,94997,323.0
73,P,95468,409.0
74,B,102746,6869.0
75,C1,102746,3884.0
76,B,116233,9603.0
77,P,116233,3036.0
78,B,129771,10502.0
79,C2,129771,726.0
80,C1,130571,6270.0
81,C2,137091,1679.0
82,C1,138865,4650.0
83,B,147478,3963.0
84,P,147478,7189.0
85,B,155118,451.0
86,C2,155118,290.0
87,P,155466,137.0
88,B,155944,341.0
89,C1,155944,176.0
90,B,161436,5316.0
91,C1,161436,5261.0
92,B,168208,1255.0
93,P,168208,5268.0
94,B,175172,1696.0
95,C1,175172,3541.0
96,P,178875,6508.0
97,B,187517,2069.0
98,C1,187517,1989.0
99,B,196044,6538.0
100,C1,196044,4960.0
101,B,202537,1533.0
102,C1,202537,3562.0
103,B,206679,580.0
104,C1,206679,3386.0
105,B,219117,9052.0
106,C1,219117,2432.0
107,B,226408,4859.0
108,P,226408,405.0
109,C1,226873,5076.0
110,B,266502,34553.0
111,C1,266502,1734.0
