,category,start,length
0,C2,299,74.0
1,P,399,347.0
2,B,1833,1087.0
3,P,1833,514.0
4,B,2701,326.0
5,P,2701,664.0
6,B,4010,350.0
7,P,4010,108.0
8,B,4699,581.0
9,P,4699,813.0
10,C2,5762,165.0
11,B,7114,1187.0
12,P,7114,1407.0
13,B,9703,1102.0
14,C2,9703,253.0
15,P,10167,133.0
16,B,10843,543.0
17,P,10843,1184.0
18,B,12565,446.0
19,P,12565,2919.0
20,B,16392,366.0
21,C1,16392,95.0
22,B,18687,2200.0
23,C1,18687,223.0
24,C2,18970,165.0
25,B,19659,524.0
26,P,19659,1443.0
27,B,21563,461.0
28,C2,21563,207.0
29,P,21835,509.0
30,B,24395,2051.0
31,P,24395,497.0
32,B,26561,1669.0
33,P,26561,1923.0
34,C2,28591,116.0
35,C1,28991,1129.0
36,P,30198,4114.0
37,C2,34460,2379.0
38,P,37028,1555.0
39,C1,38658,1460.0
40,P,40198,3194.0
41,B,44195,803.0
42,P,44195,5175.0
43,C1,49495,156.0
44,P,49711,288.0
45,B,54609,4610.0
46,P,54609,3338.0
47,C2,58071,10821.0
48,P,69117,9105.0
49,C2,78344,204.0
50,C1,78582,235.0
51,B,79246,392.0
52,P,79246,300.0
53,B,82200,2654.0
54,C1,82200,130.0
55,C2,82368,843.0
56,B,86952,3741.0
57,P,86952,1737.0
58,B,89459,770.0
59,P,89459,162.0
60,C2,89671,412.0
61,P,90146,328.0
62,B,94623,4149.0
63,P,94623,8852.0
64,C1,103627,6878.0
65,C2,110681,5117.0
66,B,122798,7000.0
67,C2,122798,4242.0
68,B,139440,12400.0
69,C2,139440,10712.0
70,B,161751,10931.0
71,C1,161751,6698.0
72,B,188253,19804.0
73,C2,188253,4135.0
74,C1,192459,2225.0
75,C2,194808,1978.0
76,B,207957,10998.0
77,P,207957,163.0
78,B,210401,2281.0
79,C1,210401,6355.0
80,C2,216906,6685.0
81,C1,223627,191.0
82,C2,223863,4924.0
83,C1,228867,259.0
84,B,233389,4263.0
85,C2,233389,4124.0
86,B,242197,4614.0
87,C2,242197,6197.0
88,B,249017,623.0
89,C2,249017,1767.0
