,category,start,length
0,B,567,567.0
1,P,567,1722.0
2,C1,2460,2185.0
3,P,4777,4530.0
4,C1,9615,4122.0
5,C2,13834,5736.0
6,B,26079,6509.0
7,C1,26079,154.0
8,C2,26285,3411.0
9,B,31069,1373.0
10,C1,31069,903.0
11,C2,32032,340.0
12,P,32440,8609.0
13,B,41376,327.0
14,C1,41376,7470.0
15,B,49325,479.0
16,C1,49325,6369.0
17,B,103143,47449.0
18,C1,103143,1425.0
19,B,116375,11807.0
20,C2,116375,2361.0
21,B,191652,72916.0
22,C2,191652,239.0
23,B,192509,618.0
24,P,192509,22957.0
25,B,222729,7205.0
26,C1,222729,2872.0
27,B,226083,482.0
28,C1,226083,11534.0
29,B,238034,417.0
30,C2,238034,11093.0
