,category,start,length
0,C1,274,150.0
1,C2,464,371.0
2,P,911,11980.0
3,C2,13315,170.0
4,P,13549,7462.0
5,C2,21264,838.0
6,C1,22162,2063.0
7,P,24302,12549.0
8,C1,36943,7420.0
9,B,68913,24550.0
10,P,68913,4216.0
11,C2,73627,1026.0
12,B,88702,14049.0
13,P,88702,23151.0
14,C2,112182,4609.0
15,P,116910,20609.0
16,C2,137737,18498.0
17,P,156370,19142.0
18,B,177125,1613.0
19,C2,177125,1962.0
20,C1,179179,2784.0
21,P,182128,3396.0
22,C2,185614,3050.0
23,P,188807,6586.0
24,C2,195506,1949.0
25,P,197534,10307.0
26,C2,208183,1733.0
27,B,223132,13216.0
28,C1,223132,13822.0
29,B,247852,10898.0
30,P,247852,16586.0
