,category,start,length
0,C2,91,46.0
1,C1,171,104.0
2,C2,315,79.0
3,P,499,99.0
4,B,2068,1470.0
5,C2,2068,361.0
6,C1,2737,515.0
7,C2,3476,493.0
8,B,4785,816.0
9,C2,4785,186.0
10,P,5014,283.0
11,B,5661,312.0
12,P,5661,2162.0
13,C2,7901,2361.0
14,P,10371,24.0
15,C2,10411,28553.0
16,B,42147,2372.0
17,C2,42147,31238.0
18,C1,73899,290.0
19,C2,74227,854.0
20,B,79635,4469.0
21,C2,79635,38482.0
22,C1,119272,165.0
23,C2,119458,30648.0
24,P,151170,55.0
25,C2,151264,66.0
26,P,151363,134.0
27,B,153042,1545.0
28,C2,153042,532.0
29,B,154909,1159.0
30,P,154909,135.0
31,C1,155343,347.0
32,B,156251,561.0
33,C2,156251,228.0
34,B,157256,777.0
35,P,157256,328.0
36,B,158279,695.0
37,P,158279,305.0
38,B,159371,748.0
39,C2,159371,646.0
40,P,160135,178.0
41,C2,160392,226.0
42,B,161676,1058.0
43,C2,161676,733.0
44,C1,162450,169.0
45,C2,162801,641.0
46,C1,163496,111.0
47,C2,163643,608.0
48,C1,164303,3148.0
49,C2,167523,6203.0
50,C1,173959,5222.0
51,C2,179304,13727.0
52,C1,193422,107.0
53,C2,193544,632.0
54,B,195988,1733.0
55,C1,195988,1234.0
56,B,198239,893.0
57,C2,198239,1236.0
58,B,203696,4070.0
59,P,203696,89.0
60,C1,203800,69.0
61,C2,203903,145.0
62,C1,204084,436.0
63,C2,204559,413.0
64,B,205456,484.0
65,C1,205456,2890.0
66,C2,208422,129.0
67,C1,208580,249.0
68,C2,208903,1099.0
69,P,210148,383.0
70,C2,210585,535.0
71,B,213119,1999.0
72,C2,213119,2038.0
73,C1,215265,652.0
74,C2,216046,1610.0
75,B,218329,593.0
76,C1,218329,1516.0
77,B,223155,3310.0
78,C2,223155,2461.0
79,C1,225783,829.0
80,C2,226665,5589.0
81,C1,232309,5796.0
82,C2,238266,288.0
83,P,238613,608.0
84,C1,239256,464.0
85,B,240345,625.0
86,C2,240345,1337.0
87,C1,241754,19650.0
88,C2,261801,3280.0
89,C1,265166,5305.0
