,category,start,length
0,P,109,141.0
1,C2,268,108.0
2,B,699,323.0
3,C1,699,272.0
4,P,1007,534.0
5,B,2336,593.0
6,P,2336,556.0
7,B,3288,396.0
8,P,3288,928.0
9,B,4850,515.0
10,P,4850,500.0
11,B,6435,1085.0
12,P,6435,1570.0
13,B,13692,5492.0
14,P,13692,934.0
15,B,15867,1213.0
16,P,15867,1053.0
17,B,17612,620.0
18,P,17612,15373.0
19,C1,33108,662.0
20,B,38170,4400.0
21,C2,38170,9982.0
22,C1,48198,1189.0
23,B,50223,836.0
24,C2,50223,206.0
25,P,50459,3667.0
26,B,87402,33276.0
27,C1,87402,950.0
28,B,90721,2369.0
29,P,90721,618.0
30,C2,91456,11688.0
31,B,103823,679.0
32,P,103823,2242.0
33,C2,106147,8662.0
34,B,156004,41195.0
35,C1,156004,4553.0
36,B,174411,13854.0
37,C2,174411,7258.0
38,B,182745,1076.0
39,P,182745,4728.0
40,B,187935,462.0
41,C2,187935,3305.0
42,C1,191313,2186.0
43,B,201601,8102.0
44,C1,201601,4921.0
45,B,256150,49628.0
46,P,256150,2376.0
