,category,start,length
0,C1,86,182.0
1,P,298,8843.0
2,B,12121,1712.0
3,P,12121,4174.0
4,C2,16374,311.0
5,C1,16718,312.0
6,C2,17175,782.0
7,B,18642,685.0
8,P,18642,8526.0
9,C2,27452,297.0
10,C1,28030,428.0
11,B,29802,1344.0
12,P,29802,2256.0
13,B,32812,643.0
14,C2,32812,10663.0
15,P,43528,412.0
16,B,45376,1399.0
17,C1,45376,536.0
18,C2,45954,9241.0
19,C1,55244,11146.0
20,C2,66472,20367.0
21,P,87051,577.0
22,B,102350,14722.0
23,C1,102350,24642.0
24,B,128488,1256.0
25,C1,128488,16893.0
26,B,179929,34548.0
27,C1,179929,1920.0
28,B,217012,35163.0
29,C2,217012,22815.0
30,C1,239977,9026.0
