,category,start,length
0,B,331,331.0
1,C2,331,460.0
2,P,852,782.0
3,B,2575,724.0
4,P,2575,5297.0
5,B,8737,382.0
6,P,8737,449.0
7,C1,9635,308.0
8,C2,9982,415.0
9,P,10457,23288.0
10,B,35170,823.0
11,P,35170,542.0
12,B,39371,3659.0
13,C2,39371,11995.0
14,C1,51458,4693.0
15,C2,56384,1801.0
16,P,58248,13358.0
17,B,72310,704.0
18,C2,72310,10218.0
19,B,87927,5347.0
20,P,87927,493.0
21,B,94040,5620.0
22,P,94040,4017.0
23,B,99142,1085.0
24,P,99142,8959.0
25,B,129151,20961.0
26,C1,129151,3164.0
27,B,145897,13546.0
28,P,145897,3930.0
29,B,153592,3765.0
30,C1,153592,946.0
31,C2,154637,282.0
32,B,155661,742.0
33,P,155661,3551.0
34,B,165537,6287.0
35,C1,165537,12539.0
36,B,185403,7229.0
37,C2,185403,425.0
38,C1,185871,312.0
39,P,186230,3067.0
40,C2,189387,1524.0
41,P,191099,9164.0
42,C1,200509,8378.0
43,B,210060,879.0
44,C2,210060,609.0
45,P,210707,2156.0
46,B,213885,1022.0
47,P,213885,2571.0
48,B,217625,1026.0
49,C2,217625,10246.0
50,C1,227959,1117.0
51,B,229800,724.0
52,C2,229800,4319.0
53,B,237958,3839.0
54,C2,237958,21375.0
55,C1,259662,8331.0
56,C2,268168,2251.0
