,category,start,length
0,P,100,381.0
1,C2,907,71.0
2,P,1002,4417.0
3,C2,5831,139.0
4,P,5999,343.0
5,C2,6385,396.0
6,P,6814,843.0
7,B,8237,517.0
8,P,8237,12541.0
9,B,21571,502.0
10,P,21571,2731.0
11,B,26427,2125.0
12,C1,26427,431.0
13,P,27155,3955.0
14,C2,31226,10949.0
15,C1,42306,210.0
16,P,42558,26165.0
17,B,70284,1561.0
18,C1,70284,24277.0
19,B,118611,24050.0
20,C2,118611,15762.0
21,B,135620,1247.0
22,C2,135620,20711.0
23,C1,156684,15062.0
24,P,171902,2946.0
25,B,184375,9527.0
26,C2,184375,21104.0
27,B,213864,8200.0
28,C2,213864,17477.0
29,B,246509,15168.0
30,C1,246509,6531.0
31,C2,253138,7276.0
