,0,1
0,C1,177.0
1,P,1684.0
2,C1,127.0
3,P,730.0
4,B,398.0
5,P,5888.0
6,C2,139.0
7,B,1598.0
8,C1,101.0
9,P,4298.0
10,C2,318.0
11,C1,313.0
12,P,89.0
13,C2,782.0
14,B,685.0
15,P,4692.0
16,C2,3860.0
17,P,304.0
18,C1,436.0
19,C2,280.0
20,B,393.0
21,C2,207.0
22,B,395.0
23,P,1447.0
24,B,364.0
25,P,468.0
26,C2,175.0
27,P,396.0
28,C2,9626.0
29,B,623.0
30,P,429.0
31,C2,435.0
32,B,714.0
33,C1,155.0
34,C2,9179.0
35,B,471.0
36,C1,10712.0
37,C2,16997.0
38,B,409.0
39,C1,3032.0
40,B,436.0
41,P,495.0
42,C1,1208.0
43,B,959.0
44,C1,34727.0
45,C2,2631.0
46,C1,499.0
47,B,29815.0
48,P,122.0
49,C2,329.0
50,B,356.0
51,C1,396.0
52,B,979.0
53,C2,1408.0
54,C1,282.0
55,B,16921.0
56,C1,905.0
57,B,6102.0
58,P,89.0
59,C2,360.0
60,B,1279.0
61,P,273.0
62,B,7179.0
63,C1,301.0
64,B,1384.0
65,P,314.0
66,B,311.0
67,C1,462.0
68,B,18087.0
69,P,767.0
70,B,17573.0
71,P,782.0
72,B,3858.0
73,C2,638.0
74,B,8462.0
75,C2,399.0
76,B,10992.0
77,C2,530.0
78,P,422.0
79,B,306.0
80,C1,464.0
81,B,337.0
82,C2,237.0
83,B,5509.0
84,C1,712.0
85,P,177.0
86,C2,376.0
87,C1,267.0
