,0,1
0,P,48.0
1,C1,143.0
2,P,227.0
3,C2,57.0
4,P,120.0
5,C2,74.0
6,P,4000.0
7,C1,84.0
8,P,1375.0
9,C1,277.0
10,C2,308.0
11,P,4389.0
12,C2,1947.0
13,P,6491.0
14,C1,234.0
15,P,2882.0
16,C2,208.0
17,B,1030.0
18,P,760.0
19,C1,441.0
20,P,3979.0
21,C2,10808.0
22,C1,224.0
23,P,3872.0
24,B,23996.0
25,C1,4384.0
26,B,20225.0
27,P,474.0
28,B,23102.0
29,P,736.0
30,B,15195.0
31,P,445.0
32,B,633.0
33,C2,10689.0
34,B,425.0
35,C2,9722.0
36,C1,14998.0
37,C2,3076.0
38,B,9397.0
39,C2,9062.0
40,B,325.0
41,C1,32559.0
42,B,4592.0
43,P,828.0
44,B,14169.0
45,C1,6441.0
46,C2,7319.0
