,category,start,length
0,P,155,1369.0
1,C2,1613,116.0
2,P,1742,118.0
3,C2,1883,78.0
4,P,1989,327.0
5,B,2781,427.0
6,P,2781,16217.0
7,B,19914,542.0
8,P,19914,124.0
9,B,20348,310.0
10,C2,20348,79.0
11,P,20453,87.0
12,B,21065,525.0
13,P,21065,606.0
14,B,22252,518.0
15,C1,22252,52.0
16,B,22686,382.0
17,P,22686,96.0
18,B,23101,319.0
19,C2,23101,72.0
20,P,23192,257.0
21,B,24107,633.0
22,P,24107,358.0
23,B,26453,1988.0
24,P,26453,33613.0
25,C2,61127,439.0
26,B,62313,747.0
27,P,62313,91.0
28,C2,62430,148.0
29,C1,62602,223.0
30,B,63201,376.0
31,P,63201,1378.0
32,B,65422,843.0
33,P,65422,6879.0
34,B,77857,5556.0
35,C1,77857,215.0
36,B,78538,466.0
37,C1,78538,97.0
38,B,79590,955.0
39,P,79590,5790.0
40,C1,85638,4674.0
41,C2,90465,10852.0
42,B,101690,373.0
43,C2,101690,9066.0
44,P,110970,6883.0
45,B,119139,1286.0
46,C2,119139,341.0
47,B,119885,405.0
48,C2,119885,4954.0
49,P,124977,3789.0
50,B,130461,1695.0
51,C1,130461,693.0
52,B,132192,1038.0
53,P,132192,8793.0
54,C2,141323,2044.0
55,B,145719,2352.0
56,C2,145719,9384.0
57,B,164509,9406.0
58,C2,164509,19282.0
59,B,184517,329.0
60,C2,184517,10232.0
61,B,204542,9793.0
62,P,204542,1167.0
63,C2,205749,4329.0
64,P,210420,5224.0
65,B,215965,321.0
66,P,215965,5404.0
67,C1,221606,291.0
68,B,222739,842.0
69,C2,222739,338.0
70,P,223136,535.0
71,C1,223748,432.0
72,P,224233,192.0
73,B,224747,322.0
74,C1,224747,426.0
75,P,225246,812.0
76,C1,226309,228.0
77,P,226570,870.0
78,B,238438,10998.0
79,C2,238438,4366.0
80,B,244062,1258.0
81,P,244062,1467.0
82,B,245920,391.0
83,C2,245920,210.0
84,B,247031,901.0
85,C2,247031,76.0
86,P,247121,521.0
87,C2,247870,235.0
88,B,249645,1540.0
89,P,249645,9354.0
90,B,259376,377.0
91,P,259376,9812.0
