,category,start,length
0,C,269,252.0
1,P,586,1429.0
2,C,2620,315.0
3,P,3047,505.0
4,B,3966,380.0
5,P,3966,227.0
6,C,4232,104.0
7,P,4369,600.0
8,C,5082,222.0
9,P,5376,660.0
10,C,6113,150.0
11,P,6302,157.0
12,C,6533,138.0
13,P,6729,321.0
14,C,7145,221.0
15,P,7402,408.0
16,C,7871,61.0
17,P,7969,464.0
18,C,8486,571.0
19,P,9510,144.0
20,C,9882,264.0
21,B,10955,809.0
22,P,10955,133.0
23,B,12044,956.0
24,P,12044,1694.0
25,B,15511,1579.0
26,C,15511,2806.0
27,P,18424,760.0
28,C,19248,426.0
29,P,19724,165.0
30,B,20532,643.0
31,C,20532,569.0
32,P,21155,414.0
33,C,21623,1594.0
34,P,23333,127.0
35,B,24280,820.0
36,P,24280,1162.0
37,B,26064,622.0
38,P,26064,209.0
39,C,26291,677.0
40,P,27182,1653.0
41,B,30034,1113.0
42,P,30034,10439.0
43,B,44672,3846.0
44,P,44672,2976.0
45,B,48169,521.0
46,C,48169,2074.0
47,B,54141,3600.0
48,P,54141,116.0
49,B,54579,322.0
50,P,54579,773.0
51,B,56176,824.0
52,C,56176,622.0
53,B,68239,11441.0
54,P,68239,1305.0
55,B,87487,17894.0
56,C,87487,769.0
57,B,90342,2086.0
58,P,90342,599.0
59,B,93775,2834.0
60,C,93775,1265.0
61,B,100130,5090.0
62,P,100130,5643.0
63,B,118236,12311.0
64,P,118236,2021.0
65,B,136712,16455.0
66,C,136712,3095.0
67,B,143507,3639.0
68,C,143507,1647.0
69,B,151035,5881.0
70,C,151035,3020.0
71,B,168830,14775.0
72,C,168830,5830.0
73,B,175227,567.0
74,P,175227,607.0
75,B,176368,378.0
76,C,176368,886.0
77,B,184066,6812.0
78,P,184066,456.0
79,B,185407,885.0
80,P,185407,2079.0
81,B,187804,318.0
82,C,187804,896.0
83,P,188821,311.0
84,B,189858,726.0
85,C,189858,6729.0
86,B,199294,2592.0
87,C,199294,5970.0
88,B,211338,5934.0
89,C,211338,5574.0
90,B,219254,2269.0
91,P,219254,350.0
92,B,221285,1681.0
93,C,221285,2054.0
94,B,230764,7425.0
95,C,230764,3154.0
96,B,238931,5013.0
97,C,238931,832.0
98,B,240689,926.0
99,P,240689,2767.0
100,B,243874,418.0
101,P,243874,2187.0
102,C,246225,4013.0
103,P,250474,1698.0
104,C,252246,3286.0
105,B,256109,577.0
106,P,256109,2061.0
107,C,258399,771.0
108,B,262217,2749.0
109,C,262217,851.0
110,B,263542,437.0
111,P,263542,396.0
112,C,263973,1581.0
113,P,265822,482.0
114,C,266378,1871.0
