,category,start,length
0,B,406,406.0
1,C2,406,92.0
2,B,1537,1039.0
3,P,1537,3126.0
4,C2,4741,4532.0
5,B,15032,5759.0
6,C2,15032,1871.0
7,C1,17040,3081.0
8,B,25121,4936.0
9,C2,25121,2831.0
10,C1,28052,4643.0
11,C2,32826,1590.0
12,C1,34598,1088.0
13,B,48846,13160.0
14,C1,48846,809.0
15,C2,49833,774.0
16,B,63733,13126.0
17,P,63733,1588.0
18,C1,65521,3620.0
19,B,69526,385.0
20,P,69526,1409.0
21,B,80415,9480.0
22,C1,80415,4545.0
23,B,97850,12660.0
24,C1,97850,1869.0
25,B,101204,1485.0
26,C1,101204,1075.0
27,B,104520,2241.0
28,C1,104520,906.0
29,B,109332,3906.0
30,C1,109332,651.0
31,B,112332,2349.0
32,C1,112332,1041.0
33,B,117220,3847.0
34,C1,117220,821.0
35,B,121889,3848.0
36,C1,121889,2191.0
37,B,129301,5196.0
38,C2,129301,1494.0
39,B,132158,1363.0
40,P,132158,1903.0
41,B,135535,1279.0
42,C1,135535,1980.0
43,P,137575,506.0
44,B,139139,1058.0
45,C1,139139,1740.0
46,C2,141026,2874.0
47,P,144066,643.0
48,B,147008,2299.0
49,C2,147008,1781.0
50,P,149129,684.0
51,B,151274,1461.0
52,C1,151274,419.0
53,C2,151743,1976.0
54,B,155224,1505.0
55,C1,155224,2119.0
56,P,157440,2588.0
57,C1,160134,151.0
58,P,160340,1001.0
59,B,163848,2507.0
60,C2,163848,262.0
61,P,164200,1149.0
62,C2,165509,2669.0
63,P,168562,2383.0
64,B,174399,3286.0
65,C2,174399,1728.0
66,P,176394,2188.0
