,0,1
0,B,411.0
1,P,274.0
2,C1,127.0
3,P,286.0
4,C1,27.0
5,P,807.0
6,C2,264.0
7,P,4785.0
8,C2,278.0
9,P,197.0
10,B,334.0
11,P,12164.0
12,C2,134.0
13,P,5629.0
14,C2,130.0
15,P,1916.0
16,C2,294.0
17,P,448.0
18,B,414.0
19,P,3304.0
20,C2,174.0
21,P,842.0
22,C2,122.0
23,P,2120.0
24,C2,222.0
25,P,1323.0
26,C2,978.0
27,P,339.0
28,C2,258.0
29,P,177.0
30,C2,137.0
31,P,3855.0
32,C2,307.0
33,P,3556.0
34,C2,2251.0
35,P,441.0
36,C2,886.0
37,P,167.0
38,B,685.0
39,C2,1394.0
40,C1,209.0
41,P,328.0
42,C2,973.0
43,C1,138.0
44,P,1631.0
45,C2,1735.0
46,P,306.0
47,C2,2462.0
48,P,365.0
49,C2,1221.0
50,P,5327.0
51,C2,444.0
52,P,1279.0
53,C2,713.0
54,P,183.0
55,C2,181.0
56,P,622.0
57,C2,550.0
58,P,151.0
59,C2,214.0
60,P,205.0
61,C2,1068.0
62,P,429.0
63,C2,1583.0
64,P,346.0
65,C2,73.0
66,P,1522.0
67,C2,103.0
68,P,134.0
69,C2,271.0
70,P,133.0
71,C2,184.0
72,P,281.0
73,C2,173.0
74,P,214.0
75,C2,496.0
76,P,186.0
77,C2,2076.0
78,P,232.0
79,C2,4700.0
80,P,180.0
81,C2,2262.0
82,C1,1096.0
83,B,434.0
84,C2,1572.0
85,C1,90.0
86,B,1320.0
87,P,1027.0
88,C2,828.0
89,C1,2316.0
90,C2,1755.0
91,P,156.0
92,C2,3451.0
93,B,760.0
94,P,1554.0
95,C2,155.0
96,P,225.0
97,C2,520.0
98,C1,1423.0
99,C2,159.0
100,P,1932.0
101,C2,167.0
102,P,602.0
103,C2,621.0
104,B,2566.0
105,C2,314.0
106,P,455.0
107,B,1538.0
108,C1,135.0
109,C2,339.0
110,P,557.0
111,B,430.0
112,P,2216.0
113,C2,489.0
114,C1,227.0
115,B,1091.0
116,C1,1231.0
117,C2,495.0
118,P,224.0
119,C1,935.0
120,C2,706.0
121,P,151.0
122,C2,1363.0
123,B,1151.0
124,C2,180.0
125,P,460.0
126,C1,828.0
127,C2,694.0
128,C1,1607.0
129,C2,964.0
130,B,496.0
131,P,1176.0
132,C1,1241.0
133,C2,90.0
134,P,475.0
135,C2,1364.0
136,B,2000.0
137,C2,357.0
138,P,212.0
139,C2,271.0
140,P,341.0
141,C2,249.0
142,P,484.0
143,C2,2806.0
144,P,2079.0
145,C2,456.0
146,C1,1312.0
147,C2,676.0
148,C1,155.0
149,P,425.0
150,C1,3774.0
151,P,150.0
152,B,414.0
153,P,546.0
154,C2,106.0
155,P,1201.0
156,C1,101.0
157,P,274.0
158,C2,335.0
159,P,1023.0
160,C2,1614.0
