,category,start,length
0,C2,109,61.0
1,B,671,501.0
2,P,671,308.0
3,B,1453,474.0
4,P,1453,1998.0
5,B,3761,310.0
6,P,3761,2708.0
7,C2,6528,78.0
8,B,9574,2968.0
9,P,9574,1418.0
10,B,11417,425.0
11,C2,11417,58.0
12,P,11499,2005.0
13,B,15800,2296.0
14,C1,15800,156.0
15,B,16294,338.0
16,C2,16294,2908.0
17,P,19451,3493.0
18,C1,23063,146.0
19,C2,23248,428.0
20,P,23717,2682.0
21,B,26901,502.0
22,C2,26901,1535.0
23,C1,28663,218.0
24,C2,28924,1366.0
25,B,32258,1968.0
26,C1,32258,2911.0
27,P,35292,1163.0
28,C2,36745,1014.0
29,C1,37815,114.0
30,P,37988,1140.0
31,B,40494,1366.0
32,C2,40494,59.0
33,C1,40801,287.0
34,B,41733,645.0
35,C2,41733,1671.0
36,B,43797,393.0
37,C2,43797,3192.0
38,B,47351,362.0
39,C1,47351,2468.0
40,B,52538,2719.0
41,C1,52538,12915.0
42,C2,66137,1188.0
43,C1,67370,2039.0
44,P,69553,327.0
45,B,72061,2181.0
46,C1,72061,167.0
47,B,73246,1018.0
48,C1,73246,5931.0
49,B,83258,3886.0
50,C1,83258,242.0
51,B,85652,2152.0
52,P,85652,1878.0
53,B,87881,351.0
54,C1,87881,1898.0
55,C2,89888,952.0
56,C1,90886,207.0
57,C2,91148,1199.0
58,C1,92405,3859.0
59,B,101479,5215.0
60,C1,101479,319.0
61,C2,101861,436.0
62,B,104708,2411.0
63,C1,104708,1144.0
64,B,107620,1768.0
65,C1,107620,793.0
66,B,113162,4749.0
67,C1,113162,1089.0
68,C2,114345,1084.0
69,B,119017,3588.0
70,C1,119017,2005.0
71,B,126167,5084.0
72,C1,126167,1484.0
73,B,130707,3019.0
74,C1,130707,3723.0
75,B,139307,4662.0
76,C1,139307,1128.0
77,B,143676,3241.0
78,C1,143676,187.0
79,C2,143936,436.0
80,P,144582,698.0
81,B,164226,18946.0
82,C2,164226,568.0
83,B,165662,868.0
84,C1,165662,2604.0
85,P,168521,1081.0
86,B,175415,5813.0
87,C1,175415,804.0
88,B,178048,1829.0
89,C1,178048,1793.0
