,category,start,length
0,C2,117,251.0
1,P,408,420.0
2,C2,868,788.0
3,B,3606,1950.0
4,P,3606,151.0
5,B,5312,1555.0
6,P,5312,2393.0
7,B,9038,1254.0
8,P,9038,6494.0
9,C2,15936,2910.0
10,B,20355,1460.0
11,P,20355,626.0
12,C2,21040,1542.0
13,B,25912,3330.0
14,P,25912,1577.0
15,B,30629,3140.0
16,P,30629,573.0
17,B,35071,3869.0
18,P,35071,4626.0
19,B,40633,867.0
20,C2,40633,2084.0
21,B,45472,2755.0
22,C2,45472,6701.0
23,B,53365,1192.0
24,C2,53365,3534.0
25,B,101574,44675.0
26,P,101574,2775.0
27,B,105110,563.0
28,P,105110,1580.0
29,B,110779,4089.0
30,C2,110779,1918.0
31,B,113127,430.0
32,C1,113127,2504.0
33,B,119028,3397.0
34,C1,119028,1142.0
35,B,130988,10818.0
36,P,130988,3314.0
37,C2,134379,5914.0
38,B,150931,10638.0
39,C1,150931,1922.0
40,B,162622,9769.0
41,C2,162622,1890.0
42,B,171910,7398.0
43,P,171910,2007.0
44,C1,173972,632.0
45,B,212022,37418.0
46,P,212022,239.0
47,C1,212294,496.0
48,B,218201,5411.0
49,C2,218201,3607.0
50,B,227708,5900.0
51,C1,227708,175.0
52,P,227913,215.0
53,C2,228151,5967.0
54,B,236923,2805.0
55,C2,236923,13375.0
56,B,251700,1248.0
57,P,251700,3507.0
58,C1,255258,3560.0
