,category,start,length
0,P,268,2660.0
1,B,3893,841.0
2,C1,3893,166.0
3,P,4086,2491.0
4,B,7576,852.0
5,P,7576,13869.0
6,C1,21715,2220.0
7,B,29434,5499.0
8,P,29434,3037.0
9,B,34088,1390.0
10,P,34088,813.0
11,B,65107,30206.0
12,C2,65107,2683.0
13,B,73636,5846.0
14,C2,73636,7381.0
15,P,81205,5851.0
16,B,96432,9376.0
17,C2,96432,4894.0
18,P,101390,2070.0
19,C2,103527,3249.0
20,B,108940,2164.0
21,P,108940,4099.0
22,B,128404,15302.0
23,P,128404,1931.0
24,C2,130414,1163.0
25,B,143392,11815.0
26,C2,143392,7943.0
27,C1,151473,706.0
28,C2,152257,2005.0
29,B,174109,19847.0
30,C2,174109,9806.0
31,B,189928,5770.0
32,P,189928,763.0
33,C2,190754,8221.0
34,P,199120,1974.0
35,B,226054,24960.0
36,C2,226054,3242.0
37,P,229383,2926.0
38,C2,232442,3684.0
39,P,236197,6901.0
40,C2,243281,3410.0
41,P,246783,1127.0
42,C2,248069,3553.0
43,B,265275,13653.0
44,P,265275,4971.0
