,0,1
0,B,318.0
1,P,3576.0
2,B,2119.0
3,P,3284.0
4,B,3996.0
5,C2,4961.0
6,P,9962.0
7,B,10944.0
8,C1,1059.0
9,B,4328.0
10,C1,838.0
11,C2,2851.0
12,P,2355.0
13,C2,2471.0
14,P,1266.0
15,C2,8526.0
16,P,1177.0
17,B,3713.0
18,C2,3051.0
19,P,2715.0
20,C2,5032.0
21,B,1855.0
22,C2,5346.0
23,B,8450.0
24,C2,7758.0
25,B,2711.0
26,C2,3875.0
27,P,6056.0
28,B,5788.0
29,C2,3106.0
30,B,3235.0
31,C2,4342.0
32,C1,1524.0
33,B,439.0
34,P,2059.0
35,B,30004.0
36,C2,7239.0
37,P,4685.0
38,C2,11954.0
39,B,10964.0
40,C2,3254.0
41,P,7976.0
42,B,18692.0
43,C1,2198.0
44,C2,14619.0
45,P,4588.0
46,C1,3301.0
47,B,8778.0
48,C2,2526.0
