,0,1
0,B,580.0
1,C2,175.0
2,P,178.0
3,B,445.0
4,C2,42.0
5,P,142.0
6,C1,107.0
7,C2,106.0
8,B,513.0
9,C1,229.0
10,P,209.0
11,C1,179.0
12,P,430.0
13,B,595.0
14,P,212.0
15,B,339.0
16,P,844.0
17,C2,498.0
18,B,429.0
19,C1,408.0
20,B,1965.0
21,P,633.0
22,B,401.0
23,C2,188.0
24,P,309.0
25,B,550.0
26,P,880.0
27,B,1196.0
28,C2,208.0
29,P,1426.0
30,B,879.0
31,P,1877.0
32,B,365.0
33,P,820.0
34,C1,132.0
35,B,461.0
36,C1,167.0
37,C2,3087.0
38,P,953.0
39,B,2793.0
40,C2,346.0
41,B,1283.0
42,C2,2955.0
43,B,2157.0
44,C2,2432.0
45,B,2342.0
46,C2,1356.0
47,B,4104.0
48,C2,4979.0
49,P,2536.0
50,B,7984.0
51,C1,1632.0
52,B,431.0
53,C1,2372.0
54,B,3303.0
55,C1,5036.0
56,B,1663.0
57,C1,835.0
58,B,14265.0
59,C1,6420.0
60,B,1962.0
61,C2,1524.0
62,B,19485.0
63,C2,2286.0
64,B,6503.0
65,C1,3932.0
66,B,16802.0
67,C2,1209.0
68,B,6911.0
69,C1,1219.0
70,B,1772.0
71,C1,927.0
72,B,5126.0
73,C1,1640.0
74,B,13275.0
75,C1,1554.0
76,B,12120.0
77,P,535.0
78,B,2592.0
79,C1,1909.0
80,B,7084.0
81,C2,352.0
82,P,3349.0
83,B,973.0
84,C1,1916.0
85,B,35149.0
86,C2,1141.0
87,B,3074.0
88,C1,3073.0
