,0,1
0,B,324.0
1,P,742.0
2,B,500.0
3,C2,177.0
4,P,1982.0
5,B,304.0
6,P,528.0
7,C1,91.0
8,P,203.0
9,B,367.0
10,P,119.0
11,C2,300.0
12,P,587.0
13,B,651.0
14,P,1136.0
15,B,930.0
16,C1,637.0
17,B,633.0
18,P,1056.0
19,B,1271.0
20,P,536.0
21,B,913.0
22,C1,219.0
23,B,1559.0
24,P,2927.0
25,B,1202.0
26,C2,3067.0
27,B,7177.0
28,C1,312.0
29,B,1995.0
30,C1,1396.0
31,B,309.0
32,C2,3077.0
33,B,3443.0
34,C1,1074.0
35,B,965.0
36,C1,1024.0
37,B,1005.0
38,C2,1096.0
39,B,810.0
40,C2,352.0
41,P,4190.0
42,B,666.0
43,C1,4727.0
44,B,3753.0
45,C2,7896.0
46,P,1425.0
47,B,2833.0
48,C1,6886.0
49,P,3593.0
50,B,9205.0
51,P,1808.0
52,B,40746.0
53,C1,4698.0
54,B,12745.0
55,C1,403.0
56,B,1766.0
57,C1,1404.0
58,B,1620.0
59,C1,3473.0
60,B,8435.0
61,C1,1055.0
62,B,14429.0
63,C1,3072.0
64,B,5867.0
65,C1,893.0
66,B,17798.0
67,C2,1627.0
68,B,2075.0
69,C1,3321.0
70,B,41622.0
71,C1,2406.0
