,category,start,length
0,B,1317,1317.0
1,C2,1317,33.0
2,P,1370,389.0
3,B,2118,311.0
4,C1,2118,149.0
5,P,2459,193.0
6,C1,2841,61.0
7,P,2918,206.0
8,B,3529,405.0
9,P,3529,255.0
10,C2,3974,144.0
11,P,4148,682.0
12,C2,5075,179.0
13,C1,5380,214.0
14,B,5928,334.0
15,C2,5928,166.0
16,C1,6118,339.0
17,P,6502,214.0
18,C1,6743,127.0
19,P,7066,965.0
20,C1,8332,208.0
21,B,9071,359.0
22,C1,9071,167.0
23,C2,9253,416.0
24,P,9721,3222.0
25,C1,13244,151.0
26,B,14246,851.0
27,P,14246,110.0
28,C1,14517,87.0
29,P,14621,63.0
30,B,15100,416.0
31,C2,15100,225.0
32,C1,15452,170.0
33,P,15736,109.0
34,B,16176,331.0
35,P,16176,2049.0
36,C1,18537,71.0
37,B,19482,874.0
38,C1,19482,218.0
39,C2,19717,400.0
40,B,20509,367.0
41,P,20509,4913.0
42,B,26283,641.0
43,P,26283,2776.0
44,B,31327,2185.0
45,P,31327,4633.0
46,B,37535,1142.0
47,P,37535,467.0
48,B,38689,687.0
49,C2,38689,2610.0
50,B,43615,2316.0
51,P,43615,1128.0
52,B,45838,1095.0
53,P,45838,6848.0
54,C2,53388,3017.0
55,P,56509,6842.0
56,B,64430,749.0
57,C2,64430,2585.0
58,P,67111,1053.0
59,B,69767,1603.0
60,C2,69767,3789.0
61,P,73693,8199.0
62,C2,82286,2868.0
63,P,85248,3255.0
64,B,89945,1391.0
65,C2,89945,2651.0
66,P,92690,2138.0
67,B,98351,3277.0
68,C2,98351,3811.0
69,B,104694,2532.0
70,P,104694,6010.0
71,B,115914,5210.0
72,P,115914,2803.0
73,B,120278,1561.0
74,C2,120278,3354.0
75,B,128990,5358.0
76,P,128990,3393.0
77,B,135852,3469.0
78,C2,135852,136.0
79,P,136049,484.0
80,B,137611,1078.0
81,P,137611,638.0
82,B,138981,467.0
83,P,138981,2425.0
84,C2,142049,107.0
85,P,142186,556.0
86,B,143416,674.0
87,P,143416,162.0
88,C1,143634,80.0
89,B,144619,905.0
90,P,144619,2267.0
91,B,147999,1053.0
92,P,147999,3786.0
93,B,153744,1880.0
94,C1,153744,1087.0
95,P,154902,4307.0
96,B,161463,2099.0
97,P,161463,8088.0
98,C2,169988,271.0
99,B,172752,2493.0
100,C1,172752,1906.0
101,P,174722,995.0
102,B,176759,1042.0
103,P,176759,5514.0
104,C2,182487,1706.0
105,P,184264,8124.0
106,B,194134,1321.0
107,C2,194134,3288.0
108,B,201849,4427.0
109,C2,201849,4021.0
110,C1,206195,3790.0
111,B,215971,5986.0
112,P,215971,7906.0
113,B,226271,2246.0
114,P,226271,1907.0
115,B,230844,2634.0
116,P,230844,178.0
117,B,232657,1635.0
118,P,232657,5279.0
119,B,240072,1671.0
120,P,240072,997.0
121,B,243842,2773.0
122,P,243842,1082.0
123,C2,245026,546.0
124,P,245657,1299.0
125,C2,247015,1181.0
126,P,248264,1084.0
127,C2,249417,1788.0
128,B,252396,1191.0
129,P,252396,5855.0
130,B,260449,1860.0
131,C1,260449,1833.0
132,B,264927,2645.0
133,C2,264927,1035.0
134,B,267390,1428.0
135,C1,267390,92.0
136,P,267510,2263.0
