,category,start,length
0,B,481,481.0
1,C1,481,85.0
2,P,592,1259.0
3,B,2467,313.0
4,P,2467,1387.0
5,B,4352,351.0
6,P,4352,2514.0
7,B,7753,608.0
8,P,7753,237.0
9,B,8369,346.0
10,C2,8369,85.0
11,P,8470,228.0
12,C2,8760,121.0
13,P,9171,143.0
14,B,10192,878.0
15,P,10192,69.0
16,C2,10288,214.0
17,C1,10707,89.0
18,P,11034,262.0
19,C2,11467,48.0
20,C1,11540,109.0
21,P,11820,189.0
22,B,12332,323.0
23,C2,12332,40.0
24,P,12408,427.0
25,C1,13201,47.0
26,P,13268,703.0
27,B,15069,377.0
28,P,15069,374.0
29,C2,15622,35.0
30,P,15941,287.0
31,B,16698,455.0
32,C2,16698,45.0
33,P,16768,350.0
34,B,17718,382.0
35,P,17718,1244.0
36,C1,19127,53.0
37,B,20031,851.0
38,P,20031,307.0
39,B,20766,352.0
40,C1,20766,106.0
41,P,20909,493.0
42,B,22007,548.0
43,P,22007,814.0
44,C1,22949,70.0
45,B,23543,524.0
46,P,23543,2329.0
47,B,26693,327.0
48,P,26693,4865.0
49,B,33822,1126.0
50,P,33822,2278.0
51,B,36972,675.0
52,P,36972,462.0
53,B,38424,779.0
54,P,38424,2531.0
55,B,41831,592.0
56,C2,41831,400.0
57,P,42288,4518.0
58,B,48111,1028.0
59,P,48111,3951.0
60,B,53083,864.0
61,P,53083,3431.0
62,C1,56707,768.0
63,P,57541,2464.0
64,B,62794,2662.0
65,C1,62794,663.0
66,P,63512,1147.0
67,B,65689,879.0
68,P,65689,1555.0
69,B,69089,1737.0
70,P,69089,811.0
71,C1,69960,2136.0
72,P,72162,3084.0
73,C2,75496,307.0
74,P,75902,5097.0
75,B,81771,306.0
76,P,81771,2524.0
77,B,85229,934.0
78,C2,85229,63.0
79,C1,85313,205.0
80,C2,85558,64.0
81,B,86213,591.0
82,P,86213,764.0
83,C2,87030,183.0
84,P,87257,3416.0
85,C2,90842,1704.0
86,P,92624,580.0
87,B,96001,2797.0
88,P,96001,1495.0
89,C1,97548,735.0
90,P,98353,2564.0
91,C2,101081,2361.0
92,B,104400,958.0
93,P,104400,1355.0
94,C2,105829,1039.0
95,P,106967,4408.0
96,B,114329,2752.0
97,P,114329,1438.0
98,B,117233,1399.0
99,P,117233,2746.0
100,B,120658,336.0
101,C2,120658,1654.0
102,P,122380,310.0
103,B,125931,3241.0
104,P,125931,1523.0
105,C1,127517,425.0
106,B,130943,3001.0
107,C1,130943,589.0
108,B,132733,1201.0
109,C2,132733,1268.0
110,B,135444,1443.0
111,P,135444,495.0
112,B,142917,6978.0
113,P,142917,2362.0
114,B,147515,2137.0
115,C1,147515,170.0
116,B,148877,1192.0
117,C2,148877,2333.0
118,B,151858,648.0
119,C2,151858,193.0
120,C1,152114,1634.0
121,B,156202,2454.0
122,C1,156202,349.0
123,B,157721,1170.0
124,P,157721,464.0
125,B,162885,4700.0
126,P,162885,350.0
127,B,164197,962.0
128,C2,164197,4378.0
129,B,169195,500.0
130,P,169195,1608.0
131,C1,170871,1272.0
132,B,172554,411.0
133,P,172554,959.0
134,C2,173713,3740.0
135,P,177553,2702.0
136,C1,180607,2092.0
137,P,182750,1499.0
138,B,184816,567.0
139,P,184816,1013.0
140,B,186703,874.0
141,P,186703,8573.0
142,B,196394,762.0
143,C2,196394,38.0
144,P,196459,212.0
145,C1,196695,47.0
146,P,196926,2672.0
147,C2,199794,275.0
148,P,200122,1443.0
149,B,202679,1114.0
150,C2,202679,2733.0
151,B,206799,1387.0
152,P,206799,1392.0
153,B,208834,643.0
154,C2,208834,3429.0
155,P,212389,1868.0
156,B,215099,842.0
157,P,215099,3662.0
158,B,220228,1387.0
159,C2,220228,735.0
160,C1,221028,1763.0
161,B,223722,931.0
162,P,223722,1232.0
163,B,226840,1886.0
164,C1,226840,117.0
165,P,227051,439.0
166,C1,227633,65.0
167,P,227724,207.0
168,B,228562,631.0
169,C1,228562,32.0
170,P,228611,1450.0
171,C2,230513,434.0
172,P,231030,893.0
173,C1,232109,83.0
174,B,233055,863.0
175,C2,233055,157.0
176,P,233447,274.0
177,C1,233780,77.0
178,P,233939,192.0
179,B,234510,349.0
180,P,234510,1501.0
181,B,236438,359.0
182,P,236438,56.0
183,B,237997,1503.0
184,P,237997,2315.0
185,B,241831,1445.0
186,P,241831,4197.0
187,B,247199,790.0
188,P,247199,2675.0
189,B,252595,2721.0
190,P,252595,1716.0
191,B,256708,2397.0
192,P,256708,5583.0
193,B,263731,1108.0
194,P,263731,1412.0
195,B,267378,2167.0
196,P,267378,2754.0
