,0,1
0,P,472.0
1,C1,315.0
2,P,599.0
3,C2,133.0
4,P,9602.0
5,B,340.0
6,P,1577.0
7,B,1236.0
8,C1,245.0
9,C2,731.0
10,P,4622.0
11,C2,252.0
12,P,437.0
13,B,506.0
14,P,3280.0
15,B,2415.0
16,C1,719.0
17,B,1043.0
18,C2,298.0
19,C1,6675.0
20,P,1696.0
21,C1,6228.0
22,P,5378.0
23,C2,4585.0
24,P,5337.0
25,B,14243.0
26,P,1515.0
27,B,4348.0
28,P,14406.0
29,B,571.0
30,C2,468.0
31,P,19352.0
32,B,343.0
33,P,2225.0
34,B,300.0
35,P,7415.0
36,C1,641.0
37,P,3202.0
38,C1,347.0
39,P,5922.0
40,B,315.0
41,C2,982.0
42,P,9693.0
43,B,396.0
44,P,12396.0
45,B,329.0
46,P,4670.0
47,B,690.0
48,P,2077.0
49,B,1883.0
50,P,2055.0
51,C1,1467.0
52,P,2462.0
53,B,2322.0
54,P,15982.0
55,C2,6350.0
56,B,621.0
57,C2,11996.0
58,B,901.0
59,P,1124.0
60,B,4537.0
61,P,5534.0
62,B,353.0
63,P,3351.0
64,B,890.0
65,P,7643.0
66,C1,2569.0
67,P,2967.0
68,B,632.0
69,P,4972.0
70,B,697.0
71,C1,2465.0
72,P,3882.0
73,B,496.0
74,P,3506.0
