,category,start,length
0,B,420,420.0
1,P,420,2821.0
2,B,4337,821.0
3,P,4337,734.0
4,C1,5181,47.0
5,P,5250,115.0
6,C1,5392,113.0
7,P,5534,3113.0
8,C2,9312,330.0
9,P,9722,2186.0
10,C1,12087,2851.0
11,B,16107,1169.0
12,P,16107,10647.0
13,C1,27117,5692.0
14,B,33213,404.0
15,P,33213,10140.0
16,B,44080,727.0
17,C1,44080,10298.0
18,B,56336,1958.0
19,P,56336,1330.0
20,C1,57819,14447.0
21,B,76822,3914.0
22,P,76822,1895.0
23,B,92011,13294.0
24,C1,92011,3700.0
25,B,96049,338.0
26,C1,96049,2342.0
27,B,100743,2352.0
28,P,100743,2978.0
29,B,104418,504.0
30,P,104418,933.0
31,C1,105484,2268.0
32,B,109233,1481.0
33,C1,109233,6013.0
34,B,115627,381.0
35,P,115627,477.0
36,C1,116198,994.0
37,P,117385,2845.0
38,B,120571,341.0
39,P,120571,2158.0
40,C1,122888,3893.0
41,P,127042,8109.0
42,B,138059,2732.0
43,P,138059,4957.0
44,B,143386,370.0
45,C1,143386,3811.0
46,B,147672,475.0
47,C1,147672,505.0
48,P,148295,4844.0
49,B,169862,16723.0
50,P,169862,2679.0
51,B,173755,1214.0
52,P,173755,5775.0
53,B,179892,362.0
54,P,179892,3019.0
55,C1,183205,3856.0
56,P,187321,1114.0
57,B,188762,327.0
58,C1,188762,4283.0
59,B,196407,3362.0
60,P,196407,4880.0
61,C1,201442,2529.0
62,B,204418,447.0
63,C1,204418,1536.0
64,B,206260,306.0
65,C1,206260,3693.0
66,B,210317,364.0
67,P,210317,3109.0
68,B,215072,1646.0
69,P,215072,3873.0
70,B,227875,8930.0
71,P,227875,3153.0
72,B,242648,11620.0
73,P,242648,6333.0
