,category,start,length
0,C,76,195.0
1,P,321,316.0
2,B,3381,2744.0
3,P,3381,376.0
4,C,3875,6506.0
5,B,13362,2490.0
6,C,13362,4918.0
7,B,20232,1595.0
8,C,20232,2979.0
9,P,23351,1534.0
10,B,28029,3144.0
11,C,28029,719.0
12,B,31729,2981.0
13,C,31729,1289.0
14,B,49721,16703.0
15,C,49721,1067.0
16,B,66119,15331.0
17,C,66119,2947.0
18,B,78858,9792.0
19,C,78858,1360.0
20,B,83307,3013.0
21,C,83307,2038.0
22,B,85897,552.0
23,C,85897,11642.0
24,B,102370,4557.0
25,C,102370,5098.0
26,B,113291,5823.0
27,C,113291,4655.0
28,B,123098,5088.0
29,C,123098,2796.0
30,B,134475,8581.0
31,C,134475,13551.0
32,B,153399,5014.0
33,C,153399,2017.0
34,B,160646,5230.0
35,C,160646,13274.0
36,B,184299,10132.0
37,C,184299,3105.0
38,B,194385,6981.0
39,C,194385,7979.0
40,B,213377,10867.0
41,C,213377,31104.0
42,B,248087,2746.0
43,P,248087,1302.0
