,0,1
0,C,251.0
1,P,420.0
2,C,788.0
3,B,1950.0
4,P,151.0
5,B,1555.0
6,P,2393.0
7,B,1254.0
8,P,6494.0
9,C,2910.0
10,B,1460.0
11,P,626.0
12,C,1542.0
13,B,3330.0
14,P,1577.0
15,B,3140.0
16,P,573.0
17,B,3869.0
18,P,4626.0
19,B,867.0
20,C,2084.0
21,B,2755.0
22,C,6701.0
23,B,1192.0
24,C,3534.0
25,B,44675.0
26,P,2775.0
27,B,563.0
28,P,1580.0
29,B,4089.0
30,C,1918.0
31,B,430.0
32,C,2504.0
33,B,3397.0
34,C,1142.0
35,B,10818.0
36,P,3314.0
37,C,5914.0
38,B,10638.0
39,C,1922.0
40,B,9769.0
41,C,1890.0
42,B,7398.0
43,P,2007.0
44,C,632.0
45,B,37418.0
46,P,239.0
47,C,496.0
48,B,5411.0
49,C,3607.0
50,B,5900.0
51,C,175.0
52,P,215.0
53,C,5967.0
54,B,2805.0
55,C,13375.0
56,B,1248.0
57,P,3507.0
58,C,3560.0
