,category,start,length
0,B,667,667.0
1,P,667,16318.0
2,B,26456,9112.0
3,P,26456,4166.0
4,B,31929,1307.0
5,C2,31929,164.0
6,C1,32163,2278.0
7,P,34796,11341.0
8,C1,46516,3311.0
9,B,55039,5212.0
10,P,55039,3679.0
11,B,72693,13975.0
12,C1,72693,6913.0
13,B,89602,9996.0
14,C2,89602,197.0
15,P,89850,2339.0
16,B,92608,419.0
17,P,92608,3095.0
18,B,96197,494.0
19,P,96197,384.0
20,B,97482,901.0
21,C1,97482,199.0
22,P,97723,349.0
23,C1,98133,1382.0
24,B,100216,701.0
25,C2,100216,14836.0
26,B,115555,503.0
27,P,115555,16612.0
28,C1,132320,3620.0
29,B,136296,356.0
30,C1,136296,460.0
31,B,137707,951.0
32,P,137707,23923.0
33,C2,161898,13781.0
34,P,175777,9905.0
35,C1,185775,2130.0
36,B,190275,2370.0
37,C2,190275,13485.0
38,C1,203887,12528.0
39,C2,216595,3131.0
40,B,220125,399.0
41,P,220125,16005.0
42,C1,236315,3952.0
43,B,240944,677.0
44,C2,240944,17953.0
45,C1,259090,11277.0
