,category,start,length
0,P,295,224.0
1,B,1306,787.0
2,P,1306,17039.0
3,C1,18893,4388.0
4,B,25264,1983.0
5,P,25264,2534.0
6,C1,27853,930.0
7,P,28833,22316.0
8,C2,51312,11800.0
9,B,77555,14443.0
10,C1,77555,10330.0
11,B,111518,23633.0
12,C2,111518,15262.0
13,P,126949,636.0
14,B,132481,4896.0
15,P,132481,11851.0
16,B,145808,1215.0
17,P,145808,4415.0
18,C1,150329,16325.0
19,B,167436,782.0
20,C1,167436,9970.0
21,B,210945,33539.0
22,P,210945,587.0
23,B,215811,4279.0
24,C2,215811,2988.0
25,B,220884,2085.0
26,C2,220884,2271.0
27,C1,223214,3751.0
28,B,252939,25974.0
29,P,252939,11352.0
30,C2,264460,5854.0
