,category,start,length
0,B,481,481.0
1,C,481,85.0
2,P,592,1259.0
3,B,2467,313.0
4,P,2467,1387.0
5,B,4352,351.0
6,P,4352,2514.0
7,B,7753,608.0
8,P,7753,237.0
9,B,8369,346.0
10,C,8369,85.0
11,P,8470,228.0
12,C,8760,121.0
13,P,9171,143.0
14,B,10192,878.0
15,P,10192,69.0
16,C,10288,303.0
17,P,11034,262.0
18,C,11467,157.0
19,P,11820,189.0
20,B,12332,323.0
21,C,12332,40.0
22,P,12408,427.0
23,C,13201,47.0
24,P,13268,703.0
25,B,15069,377.0
26,P,15069,374.0
27,C,15622,35.0
28,P,15941,287.0
29,B,16698,455.0
30,C,16698,45.0
31,P,16768,350.0
32,B,17718,382.0
33,P,17718,1244.0
34,C,19127,53.0
35,B,20031,851.0
36,P,20031,307.0
37,B,20766,352.0
38,C,20766,106.0
39,P,20909,493.0
40,B,22007,548.0
41,P,22007,814.0
42,C,22949,70.0
43,B,23543,524.0
44,P,23543,2329.0
45,B,26693,327.0
46,P,26693,4865.0
47,B,33822,1126.0
48,P,33822,2278.0
49,B,36972,675.0
50,P,36972,462.0
51,B,38424,779.0
52,P,38424,2531.0
53,B,41831,592.0
54,C,41831,400.0
55,P,42288,4518.0
56,B,48111,1028.0
57,P,48111,3951.0
58,B,53083,864.0
59,P,53083,3431.0
60,C,56707,768.0
61,P,57541,2464.0
62,B,62794,2662.0
63,C,62794,663.0
64,P,63512,1147.0
65,B,65689,879.0
66,P,65689,1555.0
67,B,69089,1737.0
68,P,69089,811.0
69,C,69960,2136.0
70,P,72162,3084.0
71,C,75496,307.0
72,P,75902,5097.0
73,B,81771,306.0
74,P,81771,2524.0
75,B,85229,934.0
76,C,85229,332.0
77,B,86213,591.0
78,P,86213,764.0
79,C,87030,183.0
80,P,87257,3416.0
81,C,90842,1704.0
82,P,92624,580.0
83,B,96001,2797.0
84,P,96001,1495.0
85,C,97548,735.0
86,P,98353,2564.0
87,C,101081,2361.0
88,B,104400,958.0
89,P,104400,1355.0
90,C,105829,1039.0
91,P,106967,4408.0
92,B,114329,2752.0
93,P,114329,1438.0
94,B,117233,1399.0
95,P,117233,2746.0
96,B,120658,336.0
97,C,120658,1654.0
98,P,122380,310.0
99,B,125931,3241.0
100,P,125931,1523.0
101,C,127517,425.0
102,B,130943,3001.0
103,C,130943,589.0
104,B,132733,1201.0
105,C,132733,1268.0
106,B,135444,1443.0
107,P,135444,495.0
108,B,142917,6978.0
109,P,142917,2362.0
110,B,147515,2137.0
111,C,147515,170.0
112,B,148877,1192.0
113,C,148877,2333.0
114,B,151858,648.0
115,C,151858,1827.0
116,B,156202,2454.0
117,C,156202,349.0
118,B,157721,1170.0
119,P,157721,464.0
120,B,162885,4700.0
121,P,162885,350.0
122,B,164197,962.0
123,C,164197,4378.0
124,B,169195,500.0
125,P,169195,1608.0
126,C,170871,1272.0
127,B,172554,411.0
128,P,172554,959.0
129,C,173713,3740.0
130,P,177553,2702.0
131,C,180607,2092.0
132,P,182750,1499.0
133,B,184816,567.0
134,P,184816,1013.0
135,B,186703,874.0
136,P,186703,8573.0
137,B,196394,762.0
138,C,196394,38.0
139,P,196459,212.0
140,C,196695,47.0
141,P,196926,2672.0
142,C,199794,275.0
143,P,200122,1443.0
144,B,202679,1114.0
145,C,202679,2733.0
146,B,206799,1387.0
147,P,206799,1392.0
148,B,208834,643.0
149,C,208834,3429.0
150,P,212389,1868.0
151,B,215099,842.0
152,P,215099,3662.0
153,B,220228,1387.0
154,C,220228,2498.0
155,B,223722,931.0
156,P,223722,1232.0
157,B,226840,1886.0
158,C,226840,117.0
159,P,227051,439.0
160,C,227633,65.0
161,P,227724,207.0
162,B,228562,631.0
163,C,228562,32.0
164,P,228611,1450.0
165,C,230513,434.0
166,P,231030,893.0
167,C,232109,83.0
168,B,233055,863.0
169,C,233055,157.0
170,P,233447,274.0
171,C,233780,77.0
172,P,233939,192.0
173,B,234510,349.0
174,P,234510,1501.0
175,B,236438,359.0
176,P,236438,56.0
177,B,237997,1503.0
178,P,237997,2315.0
179,B,241831,1445.0
180,P,241831,4197.0
181,B,247199,790.0
182,P,247199,2675.0
183,B,252595,2721.0
184,P,252595,1716.0
185,B,256708,2397.0
186,P,256708,5583.0
187,B,263731,1108.0
188,P,263731,1412.0
189,B,267378,2167.0
190,P,267378,2754.0
