,0,1
0,B,580.0
1,C,175.0
2,P,178.0
3,B,445.0
4,C,42.0
5,P,142.0
6,C,213.0
7,B,513.0
8,C,229.0
9,P,209.0
10,C,179.0
11,P,430.0
12,B,595.0
13,P,212.0
14,B,339.0
15,P,844.0
16,C,498.0
17,B,429.0
18,C,408.0
19,B,1965.0
20,P,633.0
21,B,401.0
22,C,188.0
23,P,309.0
24,B,550.0
25,P,880.0
26,B,1196.0
27,C,208.0
28,P,1426.0
29,B,879.0
30,P,1877.0
31,B,365.0
32,P,820.0
33,C,132.0
34,B,461.0
35,C,3254.0
36,P,953.0
37,B,2793.0
38,C,346.0
39,B,1283.0
40,C,2955.0
41,B,2157.0
42,C,2432.0
43,B,2342.0
44,C,1356.0
45,B,4104.0
46,C,4979.0
47,P,2536.0
48,B,7984.0
49,C,1632.0
50,B,431.0
51,C,2372.0
52,B,3303.0
53,C,5036.0
54,B,1663.0
55,C,835.0
56,B,14265.0
57,C,6420.0
58,B,1962.0
59,C,1524.0
60,B,19485.0
61,C,2286.0
62,B,6503.0
63,C,3932.0
64,B,16802.0
65,C,1209.0
66,B,6911.0
67,C,1219.0
68,B,1772.0
69,C,927.0
70,B,5126.0
71,C,1640.0
72,B,13275.0
73,C,1554.0
74,B,12120.0
75,P,535.0
76,B,2592.0
77,C,1909.0
78,B,7084.0
79,C,352.0
80,P,3349.0
81,B,973.0
82,C,1916.0
83,B,35149.0
84,C,1141.0
85,B,3074.0
86,C,3073.0
