,category,start,length
0,B,1317,1317.0
1,C,1317,33.0
2,P,1370,389.0
3,B,2118,311.0
4,C,2118,149.0
5,P,2459,193.0
6,C,2841,61.0
7,P,2918,206.0
8,B,3529,405.0
9,P,3529,255.0
10,C,3974,144.0
11,P,4148,682.0
12,C,5075,393.0
13,B,5928,334.0
14,C,5928,505.0
15,P,6502,214.0
16,C,6743,127.0
17,P,7066,965.0
18,C,8332,208.0
19,B,9071,359.0
20,C,9071,583.0
21,P,9721,3222.0
22,C,13244,151.0
23,B,14246,851.0
24,P,14246,110.0
25,C,14517,87.0
26,P,14621,63.0
27,B,15100,416.0
28,C,15100,395.0
29,P,15736,109.0
30,B,16176,331.0
31,P,16176,2049.0
32,C,18537,71.0
33,B,19482,874.0
34,C,19482,618.0
35,B,20509,367.0
36,P,20509,4913.0
37,B,26283,641.0
38,P,26283,2776.0
39,B,31327,2185.0
40,P,31327,4633.0
41,B,37535,1142.0
42,P,37535,467.0
43,B,38689,687.0
44,C,38689,2610.0
45,B,43615,2316.0
46,P,43615,1128.0
47,B,45838,1095.0
48,P,45838,6848.0
49,C,53388,3017.0
50,P,56509,6842.0
51,B,64430,749.0
52,C,64430,2585.0
53,P,67111,1053.0
54,B,69767,1603.0
55,C,69767,3789.0
56,P,73693,8199.0
57,C,82286,2868.0
58,P,85248,3255.0
59,B,89945,1391.0
60,C,89945,2651.0
61,P,92690,2138.0
62,B,98351,3277.0
63,C,98351,3811.0
64,B,104694,2532.0
65,P,104694,6010.0
66,B,115914,5210.0
67,P,115914,2803.0
68,B,120278,1561.0
69,C,120278,3354.0
70,B,128990,5358.0
71,P,128990,3393.0
72,B,135852,3469.0
73,C,135852,136.0
74,P,136049,484.0
75,B,137611,1078.0
76,P,137611,638.0
77,B,138981,467.0
78,P,138981,2425.0
79,C,142049,107.0
80,P,142186,556.0
81,B,143416,674.0
82,P,143416,162.0
83,C,143634,80.0
84,B,144619,905.0
85,P,144619,2267.0
86,B,147999,1053.0
87,P,147999,3786.0
88,B,153744,1880.0
89,C,153744,1087.0
90,P,154902,4307.0
91,B,161463,2099.0
92,P,161463,8088.0
93,C,169988,271.0
94,B,172752,2493.0
95,C,172752,1906.0
96,P,174722,995.0
97,B,176759,1042.0
98,P,176759,5514.0
99,C,182487,1706.0
100,P,184264,8124.0
101,B,194134,1321.0
102,C,194134,3288.0
103,B,201849,4427.0
104,C,201849,7811.0
105,B,215971,5986.0
106,P,215971,7906.0
107,B,226271,2246.0
108,P,226271,1907.0
109,B,230844,2634.0
110,P,230844,178.0
111,B,232657,1635.0
112,P,232657,5279.0
113,B,240072,1671.0
114,P,240072,997.0
115,B,243842,2773.0
116,P,243842,1082.0
117,C,245026,546.0
118,P,245657,1299.0
119,C,247015,1181.0
120,P,248264,1084.0
121,C,249417,1788.0
122,B,252396,1191.0
123,P,252396,5855.0
124,B,260449,1860.0
125,C,260449,1833.0
126,B,264927,2645.0
127,C,264927,1035.0
128,B,267390,1428.0
129,C,267390,92.0
130,P,267510,2263.0
