,category,start,length
0,B,308,308.0
1,C,308,217.0
2,P,723,680.0
3,C,1445,124.0
4,B,3965,2396.0
5,P,3965,98.0
6,C,4084,332.0
7,P,4454,378.0
8,B,5521,423.0
9,C,5521,18139.0
10,B,24785,644.0
11,C,24785,885.0
12,P,25749,302.0
13,C,26088,11074.0
14,P,37348,383.0
15,C,37771,816.0
16,B,39085,353.0
17,C,39085,873.0
18,B,42125,2128.0
19,C,42125,939.0
20,B,50915,7520.0
21,C,50915,5588.0
22,P,56592,163.0
23,C,56804,424.0
24,B,59948,2720.0
25,C,59948,4469.0
26,B,66483,1961.0
27,C,66483,93398.0
28,B,163529,1730.0
29,P,163529,340.0
30,C,163916,1404.0
31,P,165398,961.0
32,C,166433,17993.0
33,B,203266,18495.0
34,C,203266,9847.0
35,B,216537,3339.0
36,C,216537,4142.0
37,B,224579,3761.0
38,C,224579,224.0
39,B,226173,1370.0
40,C,226173,225.0
41,P,226432,413.0
42,C,226884,42510.0
