,category,start,length
0,P,99,142.0
1,C,266,70.0
2,B,907,571.0
3,C,907,666.0
4,B,3026,1408.0
5,P,3026,3401.0
6,C,6847,2219.0
7,P,9152,112.0
8,C,9302,302.0
9,B,11587,1983.0
10,C,11587,27336.0
11,P,39699,1654.0
12,C,41413,3160.0
13,B,46545,1852.0
14,C,46545,18252.0
15,B,69935,4646.0
16,C,69935,11142.0
17,B,83901,2251.0
18,C,83901,12977.0
19,B,99368,2437.0
20,C,99368,24184.0
21,B,125791,1704.0
22,C,125791,347.0
23,B,147519,21381.0
24,C,147519,367.0
25,B,158591,10705.0
26,C,158591,6807.0
27,B,177061,11600.0
28,C,177061,3855.0
29,B,194580,13600.0
30,C,194580,2027.0
31,B,200298,3611.0
32,C,200298,38553.0
33,B,241546,2004.0
34,C,241546,5339.0
35,B,249071,2186.0
36,C,249071,13940.0
37,P,263279,260.0
38,C,263574,1582.0
39,B,266969,1706.0
40,C,266969,2306.0
