,category,start,length
0,B,300,300.0
1,C,300,1348.0
2,B,2880,941.0
3,C,2880,804.0
4,P,3768,114.0
5,C,3904,115.0
6,P,4049,365.0
7,B,5217,617.0
8,P,5217,6687.0
9,C,12193,436.0
10,P,12693,252.0
11,C,12978,329.0
12,B,16219,2912.0
13,C,16219,256.0
14,B,16873,398.0
15,C,16873,276.0
16,B,18320,1171.0
17,P,18320,149.0
18,C,18509,3048.0
19,B,23193,1636.0
20,C,23193,8729.0
21,B,32908,606.0
22,C,32908,4838.0
23,B,42865,4613.0
24,C,42865,61411.0
25,B,111293,5464.0
26,C,111293,7092.0
27,B,119953,1475.0
28,C,119953,1199.0
29,B,124898,3746.0
30,C,124898,7580.0
31,P,132660,1619.0
32,B,135049,770.0
33,C,135049,801.0
34,B,143914,8064.0
35,C,143914,9067.0
36,B,157383,4275.0
37,C,157383,15488.0
38,B,174235,795.0
39,P,174235,98.0
40,C,174364,13100.0
41,B,188240,383.0
42,C,188240,183.0
43,P,188447,117.0
44,B,190914,2350.0
45,C,190914,17762.0
46,P,208981,1588.0
47,C,210650,22053.0
48,B,247532,14498.0
49,C,247532,17875.0
50,B,267861,2325.0
51,C,267861,193.0
