,category,start,length
0,P,97,115.0
1,C,239,402.0
2,P,800,2881.0
3,C,3980,503.0
4,B,4884,339.0
5,C,4884,178.0
6,P,5420,146.0
7,B,5958,392.0
8,C,5958,150.0
9,B,6523,415.0
10,C,6523,10231.0
11,B,18205,915.0
12,C,18205,888.0
13,B,19724,307.0
14,C,19724,1378.0
15,B,21858,379.0
16,C,21858,6840.0
17,P,29063,279.0
18,C,29370,7235.0
19,B,43489,6653.0
20,C,43489,4683.0
21,B,52193,3813.0
22,C,52193,14451.0
23,B,71226,4260.0
24,C,71226,8572.0
25,B,80283,326.0
26,C,80283,10023.0
27,B,90934,356.0
28,C,90934,343.0
29,B,92568,1291.0
30,C,92568,4819.0
31,B,99802,2367.0
32,C,99802,2657.0
33,B,107784,5020.0
34,C,107784,19601.0
35,B,128723,950.0
36,C,128723,37984.0
37,B,184413,16693.0
38,C,184413,13999.0
