,category,start,length
0,C,153,251.0
1,P,488,904.0
2,B,6176,4784.0
3,P,6176,1493.0
4,B,8317,648.0
5,P,8317,3110.0
6,C,11495,20969.0
7,B,37832,4689.0
8,C,37832,32573.0
9,B,75820,4530.0
10,C,75820,766.0
11,B,77882,1142.0
12,C,77882,9273.0
13,B,90831,3437.0
14,C,90831,6491.0
15,B,97757,335.0
16,C,97757,18634.0
17,B,121571,4923.0
18,C,121571,12172.0
19,B,135513,1545.0
20,C,135513,37611.0
21,B,182283,8408.0
22,C,182283,4892.0
23,B,196001,8680.0
24,C,196001,15857.0
25,B,213951,1705.0
26,C,213951,29428.0
27,B,245308,1370.0
28,C,245308,1811.0
29,B,250144,3025.0
30,C,250144,19791.0
