,category,start,length
0,C,139,86.0
1,P,297,2208.0
2,C,2675,1042.0
3,P,3802,1909.0
4,C,5785,1456.0
5,P,7467,4629.0
6,B,12640,302.0
7,P,12640,2650.0
8,C,15381,9276.0
9,P,25032,4987.0
10,C,30233,11270.0
11,B,42040,302.0
12,P,42040,4871.0
13,C,47067,5545.0
14,P,52845,2578.0
15,B,57725,2302.0
16,C,57725,5776.0
17,B,64186,553.0
18,C,64186,12290.0
19,B,81730,4997.0
20,C,81730,22655.0
21,B,107517,2367.0
22,C,107517,21073.0
23,B,137635,8724.0
24,C,137635,1668.0
25,B,145989,6686.0
26,C,145989,1852.0
27,B,152256,4415.0
28,C,152256,5839.0
29,B,161678,3473.0
30,C,161678,18259.0
31,B,181219,740.0
32,C,181219,32022.0
33,B,216878,2074.0
34,C,216878,16188.0
35,B,237936,4315.0
36,C,237936,29613.0
