,category,start,length
0,C2,263,792.0
1,P,1150,1360.0
2,C2,2763,146.0
3,C1,2939,121.0
4,C2,3078,88.0
5,P,3200,4443.0
6,C2,7898,228.0
7,P,8156,1760.0
8,C2,9963,4984.0
9,C1,15134,1549.0
10,C2,16935,6361.0
11,C1,23462,4057.0
12,C2,27626,2340.0
13,C1,30147,936.0
14,B,33223,2140.0
15,C1,33223,3533.0
16,B,55662,18716.0
17,C2,55662,2085.0
18,B,59027,1280.0
19,C1,59027,2718.0
20,B,64964,3219.0
21,C1,64964,3348.0
22,B,69955,1475.0
23,C2,69955,1551.0
24,B,77221,5715.0
25,C2,77221,1690.0
26,B,102324,23413.0
27,C2,102324,556.0
28,C1,102939,13382.0
29,C2,116608,5398.0
30,C1,122136,1540.0
31,B,126571,2864.0
32,C1,126571,4042.0
33,C2,130762,2033.0
34,C1,132856,6418.0
35,B,139707,377.0
36,P,139707,1418.0
37,C2,141173,3217.0
38,C1,144445,3314.0
39,C2,147957,1248.0
40,B,163753,14548.0
41,C1,163753,2383.0
42,C2,166253,1684.0
43,C1,167974,4808.0
44,B,176291,3304.0
45,C1,176291,1053.0
46,B,179629,2285.0
47,C1,179629,1412.0
48,B,183825,2784.0
49,C1,183825,14176.0
50,B,201980,3671.0
51,C1,201980,1538.0
52,B,209414,5896.0
53,P,209414,2730.0
54,B,213538,1394.0
55,C1,213538,8445.0
56,C2,222257,151.0
57,C1,222466,3075.0
58,C2,225637,2957.0
59,C1,228660,3202.0
60,B,242271,10348.0
61,C2,242271,885.0
62,C1,243259,1751.0
63,B,246632,1594.0
64,C1,246632,6130.0
65,B,254210,1337.0
66,C1,254210,5756.0
67,C2,260144,616.0
68,C1,260809,2023.0
