,0,1
0,B,351.0
1,P,10671.0
2,B,3437.0
3,P,10948.0
4,B,1121.0
5,P,5785.0
6,C1,2154.0
7,B,510.0
8,P,668.0
9,B,2193.0
10,C1,1011.0
11,B,504.0
12,C1,2870.0
13,C2,1424.0
14,B,3447.0
15,P,967.0
16,B,1723.0
17,C1,2220.0
18,P,4590.0
19,C2,433.0
20,B,464.0
21,C1,5160.0
22,P,1407.0
23,B,2009.0
24,P,1800.0
25,B,5189.0
26,P,22291.0
27,C2,2512.0
28,P,2202.0
29,C2,5396.0
30,B,5501.0
31,C1,5945.0
32,P,7358.0
33,C2,1189.0
34,B,4681.0
35,P,3993.0
36,C2,7249.0
37,P,2999.0
38,B,4894.0
39,P,7526.0
40,B,31489.0
41,C2,3624.0
42,B,4210.0
43,P,18415.0
44,C2,2330.0
45,P,4990.0
46,B,358.0
47,C2,1908.0
48,B,6439.0
49,P,3574.0
50,C2,2149.0
51,B,314.0
52,C1,5041.0
53,P,3741.0
54,C2,1172.0
55,P,1983.0
56,B,6497.0
57,P,2263.0
58,C2,1337.0
59,P,2130.0
60,C2,543.0
61,P,1410.0
62,C2,757.0
