,0,1
0,B,773.0
1,P,544.0
2,B,684.0
3,P,260.0
4,B,547.0
5,P,6525.0
6,C1,2689.0
7,P,3023.0
8,C2,15890.0
9,B,554.0
10,C1,4950.0
11,C2,2480.0
12,C1,3197.0
13,P,8794.0
14,C2,3071.0
15,B,4781.0
16,C2,1120.0
17,B,651.0
18,C1,3095.0
19,B,492.0
20,C1,1707.0
21,B,6053.0
22,P,7564.0
23,B,300.0
24,C2,375.0
25,C1,1194.0
26,B,7842.0
27,C1,4012.0
28,P,803.0
29,B,2984.0
30,C2,3843.0
31,C1,4321.0
32,B,18035.0
33,C1,5836.0
34,B,16517.0
35,P,2482.0
36,B,23070.0
37,P,1968.0
38,B,7955.0
39,P,1425.0
40,B,5632.0
41,P,671.0
42,B,27447.0
43,P,700.0
44,B,7257.0
45,C1,6473.0
46,B,33099.0
47,C1,3296.0
48,P,1222.0
