,0,1
0,C,220.0
1,P,786.0
2,B,582.0
3,P,4726.0
4,B,779.0
5,P,1951.0
6,B,437.0
7,P,1035.0
8,C,6197.0
9,B,549.0
10,C,5218.0
11,P,6855.0
12,C,1743.0
13,B,3674.0
14,P,2681.0
15,B,340.0
16,P,2702.0
17,C,3767.0
18,B,10173.0
19,P,1408.0
20,C,506.0
21,B,562.0
22,P,1127.0
23,B,329.0
24,C,9770.0
25,B,412.0
26,P,7313.0
27,C,6187.0
28,B,529.0
29,P,4334.0
30,B,522.0
31,C,2648.0
32,P,1175.0
33,C,4767.0
34,P,2579.0
35,B,5373.0
36,C,3648.0
37,P,10149.0
38,B,3501.0
39,C,1147.0
40,B,2425.0
41,C,15282.0
42,P,3113.0
43,C,11761.0
44,B,674.0
45,P,14644.0
46,B,19175.0
47,C,15257.0
48,P,16866.0
49,B,1420.0
50,C,14769.0
51,B,11181.0
52,C,3916.0
53,P,3067.0
