,0,1
0,B,337.0
1,C2,2944.0
2,P,1689.0
3,B,387.0
4,P,1611.0
5,B,7048.0
6,C2,4600.0
7,B,10823.0
8,C2,666.0
9,C1,4825.0
10,B,13512.0
11,C2,782.0
12,C1,3934.0
13,B,404.0
14,C2,6926.0
15,P,588.0
16,B,1075.0
17,C2,977.0
18,B,6768.0
19,C2,7172.0
20,B,357.0
21,C1,1938.0
22,B,746.0
23,C1,5286.0
24,C2,783.0
25,B,1419.0
26,C1,3354.0
27,C2,1578.0
28,C1,3271.0
29,C2,6540.0
30,B,1900.0
31,C1,2244.0
32,B,7244.0
33,C2,1654.0
34,B,347.0
35,C1,1005.0
36,B,553.0
37,C2,905.0
38,B,17757.0
39,C1,1930.0
40,B,556.0
41,C2,2044.0
42,B,16168.0
43,C2,1135.0
44,B,12729.0
45,C1,1471.0
46,B,6710.0
47,C1,3538.0
48,B,2236.0
49,C1,1439.0
50,B,3873.0
51,C1,2770.0
52,B,3887.0
53,P,4230.0
54,B,3843.0
55,C2,3205.0
56,B,2480.0
57,C2,1007.0
58,B,348.0
59,C1,1969.0
60,B,367.0
61,C1,3317.0
62,B,3156.0
63,C2,673.0
64,B,6305.0
65,C2,7141.0
66,B,5098.0
67,C1,2772.0
68,B,335.0
69,C2,4585.0
70,B,4761.0
71,C2,2266.0
72,C1,1949.0
73,B,2146.0
74,P,380.0
75,C2,1167.0
76,B,2611.0
77,C1,1874.0
