,category,start,length
0,B,2643,2643.0
1,P,2643,853.0
2,B,5128,1632.0
3,C2,5128,506.0
4,P,5876,4739.0
5,C2,10783,15517.0
6,B,28129,1390.0
7,C1,28129,7971.0
8,C2,36583,6609.0
9,C1,43631,1230.0
10,C2,44945,1856.0
11,C1,46867,1885.0
12,C2,49092,1037.0
13,B,55651,5522.0
14,C1,55651,2276.0
15,C2,58078,2691.0
16,B,62668,1899.0
17,C1,62668,1651.0
18,B,67786,3467.0
19,C2,67786,7099.0
20,C1,75112,2519.0
21,C2,77885,4018.0
22,C1,81972,952.0
23,B,90437,7513.0
24,C2,90437,7551.0
25,B,98597,437.0
26,C1,98597,3179.0
27,B,105380,3604.0
28,C1,105380,1684.0
29,C2,107184,3225.0
30,C1,110541,3093.0
31,C2,113834,7566.0
32,C1,121674,1715.0
33,C2,123473,4177.0
34,B,128106,456.0
35,C1,128106,2661.0
36,B,158766,27922.0
37,C2,158766,3137.0
38,C1,162037,198.0
39,B,164469,2234.0
40,C1,164469,2412.0
41,B,169268,2387.0
42,P,169268,708.0
43,B,171324,1348.0
44,C2,171324,3172.0
45,B,175009,513.0
46,C2,175009,4140.0
