,category,start,length
0,B,1472,1472.0
1,P,1472,908.0
2,B,3446,1066.0
3,C1,3446,4699.0
4,B,15708,7467.0
5,C1,15708,12066.0
6,B,28462,372.0
7,C2,28462,581.0
8,C1,29132,25869.0
9,B,56391,349.0
10,C1,56391,9331.0
11,B,66451,729.0
12,C1,66451,4929.0
13,B,71735,355.0
14,C1,71735,4527.0
15,B,84515,8172.0
16,C1,84515,17044.0
17,B,107729,5617.0
18,C1,107729,1456.0
19,B,110929,1744.0
20,C1,110929,12429.0
21,B,131501,7548.0
22,C1,131501,7413.0
23,C2,139261,586.0
24,B,140597,750.0
25,C1,140597,4784.0
26,C2,145631,564.0
27,B,154697,8502.0
28,C1,154697,3568.0
29,B,164289,5844.0
30,C1,164289,1802.0
31,B,168588,2497.0
32,C1,168588,7349.0
33,B,177639,1411.0
34,C1,177639,1031.0
