,category,start,length
0,C2,143,597.0
1,P,864,672.0
2,B,10883,9347.0
3,C2,10883,1689.0
4,C1,12865,126.0
5,B,27428,14437.0
6,C2,27428,982.0
7,B,28756,346.0
8,C2,28756,1332.0
9,C1,30212,8443.0
10,B,43232,4577.0
11,C1,43232,1389.0
12,B,55874,11253.0
13,C1,55874,12105.0
14,B,71602,3328.0
15,C1,71602,18993.0
16,P,91242,1468.0
17,C1,92771,9091.0
18,B,114918,12907.0
19,C1,114918,5602.0
20,B,126472,5784.0
21,C1,126472,5667.0
22,B,133678,1466.0
23,C1,133678,871.0
24,B,142147,7598.0
25,C1,142147,8052.0
26,B,160391,10028.0
27,C1,160391,1556.0
28,B,164954,3007.0
29,C1,164954,3953.0
30,B,170504,1597.0
31,C1,170504,6249.0
