,category,start,length
0,C,251,162.0
1,P,436,137.0
2,C,726,74.0
3,P,819,603.0
4,B,2018,318.0
5,P,2018,610.0
6,C,2929,62.0
7,P,3018,395.0
8,C,3928,154.0
9,P,4103,84.0
10,B,4628,441.0
11,C,4628,235.0
12,B,5492,629.0
13,P,5492,675.0
14,B,6903,516.0
15,P,6903,101.0
16,C,7285,61.0
17,B,7662,316.0
18,C,7662,165.0
19,B,8657,830.0
20,C,8657,439.0
21,B,9568,419.0
22,P,9568,20248.0
23,C,30098,989.0
24,B,48476,17331.0
25,P,48476,18154.0
26,B,66957,327.0
27,P,66957,12556.0
28,C,79790,4479.0
29,P,84489,22918.0
30,B,108598,1191.0
31,P,108598,73.0
32,C,108695,297.0
33,B,109294,302.0
34,P,109294,176.0
35,C,109485,209.0
36,B,110150,456.0
37,C,110150,392.0
38,P,110619,305.0
39,B,111326,402.0
40,C,111326,1540.0
41,B,125029,12163.0
42,P,125029,7160.0
43,B,144896,12707.0
44,C,144896,11427.0
45,B,188157,31515.0
46,C,188157,794.0
47,B,230758,41807.0
48,C,230758,349.0
49,P,231255,4209.0
50,B,238568,3104.0
51,C,238568,791.0
52,B,239966,364.0
53,C,239966,165.0
54,B,240531,377.0
55,C,240531,437.0
56,B,241840,384.0
57,C,241840,260.0
58,B,242534,434.0
59,P,242534,356.0
60,C,243140,66.0
61,B,244947,1741.0
62,P,244947,1568.0
63,B,259764,13249.0
64,C,259764,9408.0
